0,1,2,3,4,5,6,7,8,9,10,11,12,13
Absolute (frumstig),,,,,,,,,,,,,
Strong,singular,,plural,Weak,singular,,plural,,,,,,
masculine,feminine,neuter,masculine,feminine,neuter,masculine,feminine,neuter,masculine,feminine,neuter,,
nominative,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi,nominative,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi
accusative,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi,accusative,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi
dative,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi,dative,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi
genitive,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi,genitive,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi,þreytandi
Other words with same declension,,,,,,,,,,,,,
