0,1,2,3,4
PIE root,,,,
*dʰeh₁-,,,,
Audio (Classical),,(file),,
Case,Singular,Plural,,
nominative,factum,facta,,
genitive,factī,factōrum,,
dative,factō,factīs,,
accusative,factum,facta,,
ablative,factō,factīs,,
vocative,factum,facta,,
"Aromanian: faptu  Asturian: fechu  Catalan: fet  Danish: faktum  Dutch: feit  English: fact, factum, feat  French: fait  Friulian: fat",,"German: Faktum  Hungarian: faktum  Italian: fatto  Occitan: fach  Portuguese: feito, facto, fato  Romanian: fapt  Romansch: fatg, fat  Russian: факт ‎(fakt)",,"Sardinian: fatu  Sicilian: fattu  Spanish: fecho, fecha, hecho, facto  Swedish: faktum  Venetian: fato  Walloon: fwait"
