0,1,2,3,4,5
PIE roots,,,,,
*ḱerd-,,,,,
*dʰeh₁-,,,,,
Number,Singular,,Plural,,
Case / Gender,Masc./Fem.,Neuter,Masc./Fem.,Neuter,
nominative,crēdibilis,crēdibile,,crēdibilēs,crēdibilia
genitive,crēdibilis,crēdibilium,,,
dative,crēdibilī,crēdibilibus,,,
accusative,crēdibilem,crēdibile,crēdibilēs,crēdibilia,
ablative,crēdibilī,crēdibilibus,,,
vocative,crēdibilis,crēdibile,crēdibilēs,crēdibilia,
crēditor  crēditrīx  crēditum  crēdō  crēdulitās  crēdulus,,incrēdibilis  incrēdibiltās  incrēdibiliter  incrēditus  incrēdulitās  incredulus,,,
Catalan: creïble  English: credible  French: crédible  Italian: credibile,,"Portuguese: crível, credível  Romanian: credibil  Spanish: creíble",,,
