0,1,2,3,4
,simplex,duplex,,
cardinal number : ūnus ordinal number : prīmus adverbial number : semel distributive number : singulī,,,,
PIE roots,,,,
*sem-,,,,
*pleḱ-,,,,
Number,Singular,,Plural,
Case / Gender,Masc./Fem.,Neuter,Masc./Fem.,Neuter
nominative,simplex,,simplicēs,simplicia
genitive,simplicis,simplicium,,
dative,simplicī,simplicibus,,
accusative,simplicem,simplex,simplicēs,simplicia
ablative,simplicī,simplicibus,,
vocative,simplex,simplicēs,simplicia,
Catalan: simple  English: simple  Finnish: simppeli  French: simple  German: simpel,,Italian: semplice  Portuguese: simples  Romanian: simplu  Spanish: simple  Swedish: simpel,,
