0,1,2,3,4
Audio (Classical),,(file),,
Case,Singular,Plural,,
nominative,arbor,arborēs,,
genitive,arboris,arborum,,
dative,arborī,arboribus,,
accusative,arborem,arborēs,,
ablative,arbore,arboribus,,
vocative,arbor,arborēs,,
arborārius  arborātor,,arborēscō  arborētum,,arboreus / arborius  arbuscula
arbuscula  arbustīvus,,arbustō  arbustum,,arbustus  arbutus
"edit  Esperanto: arbo  Ido: arboro  Interlingua: arbore  Interlingue: árbor  Italo-Dalmatian:  Corsican: alberu  Dalmatian: juarbol, yuarbul  Istriot: àrbaro  Italian: albero  Sicilian: àrbulu, àrburu  Navarro-Aragonese:  Asturian: árbol  Novial: arbre  Old French: arbre  Franco-Provençal: âbro  French: arbre  English: arbor  Norman: arbre (Jersey, Guernsey)  Walloon: åbe  Old Leonese: arbol, arbor  Asturian: árbol  Extremaduran: árbol  Leonese: árbol  Mirandese: arble  Old Portuguese: arvor, arvol  Fala: árboli  Galician: árbore  Portuguese: árvore  Kabuverdianu: árvi, árvri  Old Provençal: arbre  Catalan: arbre  Occitan: arbre  Old Spanish: arbor, arbol  Ladino: arvol, árvole  Spanish: árbol  Basque: arbol, arbola  Proto-Romanian:  Aromanian: arburi, arbure  Istro-Romanian: årbure  Romanian: arbore, arbure, arbor  Rhaeto-Romance:  Friulian: arbul  Sardinian:  Campidanese: àrburi  Logudorese: àrbure, àrvure  South Slavic:  Hungarian: árbóc  Macedonian: јарбол ‎(jarbol)  Serbo-Croatian:  Cyrillic: ја̑рбол  Roman: jȃrbol  Slovene: jambor  Venetian: àlber, àlbaro","Esperanto: arbo  Ido: arboro  Interlingua: arbore  Interlingue: árbor  Italo-Dalmatian:  Corsican: alberu  Dalmatian: juarbol, yuarbul  Istriot: àrbaro  Italian: albero  Sicilian: àrbulu, àrburu  Navarro-Aragonese:  Asturian: árbol  Novial: arbre  Old French: arbre  Franco-Provençal: âbro  French: arbre  English: arbor  Norman: arbre (Jersey, Guernsey)  Walloon: åbe  Old Leonese: arbol, arbor  Asturian: árbol  Extremaduran: árbol  Leonese: árbol  Mirandese: arble  Old Portuguese: arvor, arvol  Fala: árboli  Galician: árbore  Portuguese: árvore  Kabuverdianu: árvi, árvri",,"Old Provençal: arbre  Catalan: arbre  Occitan: arbre  Old Spanish: arbor, arbol  Ladino: arvol, árvole  Spanish: árbol  Basque: arbol, arbola  Proto-Romanian:  Aromanian: arburi, arbure  Istro-Romanian: årbure  Romanian: arbore, arbure, arbor  Rhaeto-Romance:  Friulian: arbul  Sardinian:  Campidanese: àrburi  Logudorese: àrbure, àrvure  South Slavic:  Hungarian: árbóc  Macedonian: јарбол ‎(jarbol)  Serbo-Croatian:  Cyrillic: ја̑рбол  Roman: jȃrbol  Slovene: jambor  Venetian: àlber, àlbaro",
"Esperanto: arbo  Ido: arboro  Interlingua: arbore  Interlingue: árbor  Italo-Dalmatian:  Corsican: alberu  Dalmatian: juarbol, yuarbul  Istriot: àrbaro  Italian: albero  Sicilian: àrbulu, àrburu  Navarro-Aragonese:  Asturian: árbol  Novial: arbre  Old French: arbre  Franco-Provençal: âbro  French: arbre  English: arbor  Norman: arbre (Jersey, Guernsey)  Walloon: åbe  Old Leonese: arbol, arbor  Asturian: árbol  Extremaduran: árbol  Leonese: árbol  Mirandese: arble  Old Portuguese: arvor, arvol  Fala: árboli  Galician: árbore  Portuguese: árvore  Kabuverdianu: árvi, árvri",,"Old Provençal: arbre  Catalan: arbre  Occitan: arbre  Old Spanish: arbor, arbol  Ladino: arvol, árvole  Spanish: árbol  Basque: arbol, arbola  Proto-Romanian:  Aromanian: arburi, arbure  Istro-Romanian: årbure  Romanian: arbore, arbure, arbor  Rhaeto-Romance:  Friulian: arbul  Sardinian:  Campidanese: àrburi  Logudorese: àrbure, àrvure  South Slavic:  Hungarian: árbóc  Macedonian: јарбол ‎(jarbol)  Serbo-Croatian:  Cyrillic: ја̑рбол  Roman: jȃrbol  Slovene: jambor  Venetian: àlber, àlbaro",,
"Esperanto: arbo  Ido: arboro  Interlingua: arbore  Interlingue: árbor  Italo-Dalmatian:  Corsican: alberu  Dalmatian: juarbol, yuarbul  Istriot: àrbaro  Italian: albero  Sicilian: àrbulu, àrburu  Navarro-Aragonese:  Asturian: árbol  Novial: arbre  Old French: arbre  Franco-Provençal: âbro  French: arbre  English: arbor  Norman: arbre (Jersey, Guernsey)  Walloon: åbe  Old Leonese: arbol, arbor  Asturian: árbol  Extremaduran: árbol  Leonese: árbol  Mirandese: arble  Old Portuguese: arvor, arvol  Fala: árboli  Galician: árbore  Portuguese: árvore  Kabuverdianu: árvi, árvri",,"Old Provençal: arbre  Catalan: arbre  Occitan: arbre  Old Spanish: arbor, arbol  Ladino: arvol, árvole  Spanish: árbol  Basque: arbol, arbola  Proto-Romanian:  Aromanian: arburi, arbure  Istro-Romanian: årbure  Romanian: arbore, arbure, arbor  Rhaeto-Romance:  Friulian: arbul  Sardinian:  Campidanese: àrburi  Logudorese: àrbure, àrvure  South Slavic:  Hungarian: árbóc  Macedonian: јарбол ‎(jarbol)  Serbo-Croatian:  Cyrillic: ја̑рбол  Roman: jȃrbol  Slovene: jambor  Venetian: àlber, àlbaro",,
