0,1,2,3,4,5,6,7
Number,Singular,,Plural,,,,
Case / Gender,Masculine,Feminine,Neuter,Masculine,Feminine,Neuter,
nominative,cavus,cava,cavum,,cavī,cavae,cava
genitive,cavī,cavae,cavī,cavōrum,cavārum,cavōrum,
dative,cavō,cavō,cavīs,,,,
accusative,cavum,cavam,cavum,cavōs,cavās,cava,
ablative,cavō,cavā,cavō,cavīs,,,
vocative,cave,cava,cavum,cavī,cavae,cava,
caverna  cavō  cavōsitās,,cavum  concavus,,,,,
cavātus  cavernātim  cavernō,,cavernōsus  cavernula,,,,,
Case,Singular,Plural,,,,,
nominative,cavus,cavī,,,,,
genitive,cavī,cavōrum,,,,,
dative,cavō,cavīs,,,,,
accusative,cavum,cavōs,,,,,
ablative,cavō,cavīs,,,,,
vocative,cave,cavī,,,,,
"Aromanian: gavrã  Catalan: cau, cova  English: cave, cavus  Esperanto: kavo  French: cave, gavon",,"Italian: cavo, cavana  Portuguese: cavo, cova  Romanian: gaură  Spanish: cavo",,,,,
