0,1,2,3,4,5,6,7
Number,Singular,,Plural,,,,
Case / Gender,Masculine,Feminine,Neuter,Masculine,Feminine,Neuter,
nominative,Maurus,Maura,Maurum,,Maurī,Maurae,Maura
genitive,Maurī,Maurae,Maurī,Maurōrum,Maurārum,Maurōrum,
dative,Maurō,Maurō,Maurīs,,,,
accusative,Maurum,Mauram,Maurum,Maurōs,Maurās,Maura,
ablative,Maurō,Maurā,Maurō,Maurīs,,,
vocative,Maure,Maura,Maurum,Maurī,Maurae,Maura,
Case,Singular,Plural,,,,,
nominative,Maurus,Maurī,,,,,
genitive,Maurī,Maurōrum,,,,,
dative,Maurō,Maurīs,,,,,
accusative,Maurum,Maurōs,,,,,
ablative,Maurō,Maurīs,,,,,
vocative,Maure,Maurī,,,,,
Maurī  Mauricātim  Mauricē,,Mauricus  Mauritānia  Mauritānicus,,,,,
"English: Moor  French: maure, Maure  German: Maure  Italian: mauro, moro",,Portuguese: mouro  Romanian: maur  Spanish: moro,,,,,
