0,1,2,3,4
Audio (Classical),,(file),,
Audio (Ecclesiatical),,(file),,
Number,Singular,,Plural,
Case / Gender,Masc./Fem.,Neuter,Masc./Fem.,Neuter
nominative,biceps,,bicipitēs,bicipitia
genitive,bicipitis,bicipitium,,
dative,bicipitī,bicipitibus,,
accusative,bicipitem,biceps,bicipitēs,bicipitia
ablative,bicipitī,bicipitibus,,
vocative,biceps,bicipitēs,bicipitia,
"Asturian: bíceps  Catalan: bíceps  English: biceps, bicipital  French: biceps  Galician: bíceps",,Italian: bicipite  Portuguese: bíceps  Romanian: biceps  Spanish: bíceps,,
