0,1,2,3,4,5,6,7
Conjugation of gemino (first conjugation),,,,,,,
indicative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,geminō,geminās,geminat,gemināmus,geminātis,geminant
imperfect,geminābam,geminābās,geminābat,geminābāmus,geminābātis,geminābant,
future,geminābō,geminābis,geminābit,geminābimus,geminābitis,geminābunt,
perfect,gemināvī,gemināvistī,gemināvit,gemināvimus,gemināvistis,"gemināvērunt, gemināvēre",
pluperfect,gemināveram,gemināverās,gemināverat,gemināverāmus,gemināverātis,gemināverant,
future perfect,gemināverō,gemināveris,gemināverit,gemināverimus,gemināveritis,gemināverint,
passive,present,geminor,"gemināris, gemināre",geminātur,gemināmur,gemināminī,geminantur
imperfect,geminābar,"geminābāris, geminābāre",geminābātur,geminābāmur,geminābāminī,geminābantur,
future,geminābor,"gemināberis, geminābere",geminābitur,geminābimur,geminābiminī,geminābuntur,
perfect,geminātus + present active indicative of sum,,,,,,
pluperfect,geminātus + imperfect active indicative of sum,,,,,,
future perfect,geminātus + future active indicative of sum,,,,,,
subjunctive,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,geminem,geminēs,geminet,geminēmus,geminētis,geminent
imperfect,geminārem,geminārēs,gemināret,geminārēmus,geminārētis,geminārent,
perfect,gemināverim,gemināverīs,gemināverit,gemināverīmus,gemināverītis,gemināverint,
pluperfect,gemināvissem,gemināvissēs,gemināvisset,gemināvissēmus,gemināvissētis,gemināvissent,
passive,present,geminer,"geminēris, geminēre",geminētur,geminēmur,geminēminī,geminentur
imperfect,geminārer,"geminārēris, geminārēre",geminārētur,geminārēmur,geminārēminī,geminārentur,
perfect,geminātus + present active subjunctive of sum,,,,,,
pluperfect,geminātus + imperfect active subjunctive of sum,,,,,,
imperative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,—,geminā,—,—,gemināte,—
future,—,geminātō,geminātō,—,geminātōte,geminantō,
passive,present,—,gemināre,—,—,gemināminī,—
future,—,geminātor,geminātor,—,—,geminantor,
non-finite forms,active,passive,,,,,
present,perfect,future,present,perfect,future,,
infinitives,gemināre,gemināvisse,geminātūrus esse,geminārī,geminātus esse,geminātum īrī,
participles,gemināns,—,geminātūrus,—,geminātus,geminandus,
verbal nouns,gerund,supine,,,,,
nominative,genitive,dative/ablative,accusative,accusative,ablative,,
gemināre,geminandī,geminandō,geminandum,geminātum,geminātū,,
English: geminate  French: géminer  Italian: geminare,,Portuguese: geminar  Romanian: gemăna  Spanish: geminar,,,,,
