0,1,2
Audio,,(file)
Inflection of graaien (weak),,
infinitive,graaien,
past singular,graaide,
past participle,gegraaid,
infinitive,graaien,
gerund,graaien n,
verbal noun,—,
,present tense,past tense
1st person singular,graai,graaide
2nd person sing. (jij),graait,graaide
2nd person sing. (u),graait,graaide
2nd person sing. (gij),graait,graaide
3rd person singular,graait,graaide
plural,graaien,graaiden
,,
subjunctive sing.1,graaie,graaide
subjunctive plur.1,graaien,graaiden
,,
imperative sing.,graai,
imperative plur.1,graait,
,,
participles,graaiend,gegraaid
1) Archaic.,,
