0,1,2
,,
infinitive,ghewinnen,
indicative,present,past
1st person singular,ghewinne,ghewin
2nd person singular,ghewinnes,ghewins
3rd person singular,ghewinnet,ghewin
1st person plural,ghewinnen,ghewanen
2nd person plural,ghewinnet,ghewanet
3rd person plural,ghewinnen,ghewanen
subjunctive,present,past
1st person singular,ghewinne,ghewane
2nd person singular,ghewinnes,ghewanes
3rd person singular,ghewinne,ghewane
1st person plural,ghewinnen,ghewanen
2nd person plural,ghewinnet,ghewanet
3rd person plural,ghewinnen,ghewanen
imperative,present,
singular,ghewinne,
plural,ghewinnet,
participle,present,past
,ghewinnende,gheghewonnen
