0,1,2,3,4
Audio,,(file),,
"Inflection of bijdragen (strong class 6, separable)",,,,
infinitive,bijdragen,,,
past singular,droeg bij,,,
past participle,bijgedragen,,,
infinitive,bijdragen,,,
gerund,bijdragen n,,,
verbal noun,—,,,
,main clause,subordinate clause,,
,present tense,past tense,present tense,past tense
1st person singular,draag bij,droeg bij,bijdraag,bijdroeg
2nd person sing. (jij),draagt bij,droeg bij,bijdraagt,bijdroeg
2nd person sing. (u),draagt bij,droeg bij,bijdraagt,bijdroeg
2nd person sing. (gij),draagt bij,droegt bij,bijdraagt,bijdroegt
3rd person singular,draagt bij,droeg bij,bijdraagt,bijdroeg
plural,dragen bij,droegen bij,bijdragen,bijdroegen
,,,,
subjunctive sing.1,drage bij,droege bij,bijdrage,bijdroege
subjunctive plur.1,dragen bij,droegen bij,bijdragen,bijdroegen
,,,,
imperative sing.,draag bij,,,
imperative plur.1,draagt bij,,,
,,,,
participles,bijdragend,bijgedragen,,
1) Archaic.,,,,
