0,1,2,3,4
Audio,,(file),,
PIE root,,,,
*bʰleh₃-,,,,
"Inflection of opfleuren (weak, separable)",,,,
infinitive,opfleuren,,,
past singular,fleurde op,,,
past participle,opgefleurd,,,
infinitive,opfleuren,,,
gerund,opfleuren n,,,
verbal noun,—,,,
,main clause,subordinate clause,,
,present tense,past tense,present tense,past tense
1st person singular,fleur op,fleurde op,opfleur,opfleurde
2nd person sing. (jij),fleurt op,fleurde op,opfleurt,opfleurde
2nd person sing. (u),fleurt op,fleurde op,opfleurt,opfleurde
2nd person sing. (gij),fleurt op,fleurde op,opfleurt,opfleurde
3rd person singular,fleurt op,fleurde op,opfleurt,opfleurde
plural,fleuren op,fleurden op,opfleuren,opfleurden
,,,,
subjunctive sing.1,fleure op,fleurde op,opfleure,opfleurde
subjunctive plur.1,fleuren op,fleurden op,opfleuren,opfleurden
,,,,
imperative sing.,fleur op,,,
imperative plur.1,fleurt op,,,
,,,,
participles,opfleurend,opgefleurd,,
1) Archaic.,,,,
