0,1,2
Audio,,(file)
"Inflection of vervangen (strong class 7, prefixed)",,
infinitive,vervangen,
past singular,verving,
past participle,vervangen,
infinitive,vervangen,
gerund,vervangen n,
verbal noun,—,
,present tense,past tense
1st person singular,vervang,verving
2nd person sing. (jij),vervangt,verving
2nd person sing. (u),vervangt,verving
2nd person sing. (gij),vervangt,vervingt
3rd person singular,vervangt,verving
plural,vervangen,vervingen
,,
subjunctive sing.1,vervange,vervinge
subjunctive plur.1,vervangen,vervingen
,,
imperative sing.,vervang,
imperative plur.1,vervangt,
,,
participles,vervangend,vervangen
1) Archaic.,,
vervangbaar  vervanging  vervanger,,
Inflection of vervangen,,
uninflected,vervangen,
inflected,vervangen,
comparative,—,
,positive,
predicative/adverbial,vervangen,
indefinite,m./f. sing.,vervangen
n. sing.,vervangen,
plural,vervangen,
definite,vervangen,
partitive,vervangens,
