0,1,2
benijden,,(file)
"Inflection of benijden (weak, prefixed)",,
infinitive,benijden,
past singular,benijdde,
past participle,benijd,
infinitive,benijden,
gerund,benijden n,
verbal noun,—,
,present tense,past tense
1st person singular,benijd,benijdde
2nd person sing. (jij),benijdt,benijdde
2nd person sing. (u),benijdt,benijdde
2nd person sing. (gij),benijdt,benijdde
3rd person singular,benijdt,benijdde
plural,benijden,benijdden
,,
subjunctive sing.1,benijde,benijdde
subjunctive plur.1,benijden,benijdden
,,
imperative sing.,benijd,
imperative plur.1,benijdt,
,,
participles,benijdend,benijd
1) Archaic.,,
"Inflection of benijden (strong class 1 with weak past participle, prefixed)",,
infinitive,benijden,
past singular,beneed,
past participle,benijd,
infinitive,benijden,
gerund,benijden n,
verbal noun,—,
,present tense,past tense
1st person singular,benijd,beneed
2nd person sing. (jij),benijdt,beneed
2nd person sing. (u),benijdt,beneed
2nd person sing. (gij),benijdt,beneedt
3rd person singular,benijdt,beneed
plural,benijden,beneden
,,
subjunctive sing.1,benijde,benede
subjunctive plur.1,benijden,beneden
,,
imperative sing.,benijd,
imperative plur.1,benijdt,
,,
participles,benijdend,benijd
1) Archaic.,,
