0,1,2,3,4
Audio,,(file),,
Inflection of rond,,,,
uninflected,rond,,,
inflected,ronde,,,
comparative,ronder,,,
,positive,comparative,superlative,
predicative/adverbial,rond,ronder,het rondsthet rondste,
indefinite,m./f. sing.,ronde,rondere,rondste
n. sing.,rond,ronder,rondste,
plural,ronde,rondere,rondste,
definite,ronde,rondere,rondste,
partitive,ronds,ronders,—,
preposition,rond,,,
postpositional adv.,rond,,,
+ het (it),errond,,,
+ dit (this),hierrond,,,
+ dat (that),daarrond,,,
+ wat (what),waarrond,,,
+ iets (something),ergens rond,,,
+ niets (nothing),nergens rond,,,
+ alles (everything),overal rond,,,
