0,1,2
Audio,,(file)
Inflection of golven (weak),,
infinitive,golven,
past singular,golfde,
past participle,gegolfd,
infinitive,golven,
gerund,golven n,
verbal noun,—,
,present tense,past tense
1st person singular,golf,golfde
2nd person sing. (jij),golft,golfde
2nd person sing. (u),golft,golfde
2nd person sing. (gij),golft,golfde
3rd person singular,golft,golfde
plural,golven,golfden
,,
subjunctive sing.1,golve,golfde
subjunctive plur.1,golven,golfden
,,
imperative sing.,golf,
imperative plur.1,golft,
,,
participles,golvend,gegolfd
1) Archaic.,,
