0,1,2,3,4
Audio,,(file),,
"Inflection of overrijden (strong class 1, prefixed)",,,,
infinitive,overrijden,,,
past singular,overreed,,,
past participle,overreden,,,
infinitive,overrijden,,,
gerund,overrijden n,,,
verbal noun,—,,,
,present tense,past tense,,
1st person singular,overrijd,overreed,,
2nd person sing. (jij),overrijdt,overreed,,
2nd person sing. (u),overrijdt,overreed,,
2nd person sing. (gij),overrijdt,overreedt,,
3rd person singular,overrijdt,overreed,,
plural,overrijden,overreden,,
,,,,
subjunctive sing.1,overrijde,overrede,,
subjunctive plur.1,overrijden,overreden,,
,,,,
imperative sing.,overrijd,,,
imperative plur.1,overrijdt,,,
,,,,
participles,overrijdend,overreden,,
1) Archaic.,,,,
"Inflection of overrijden (strong class 1, separable)",,,,
infinitive,overrijden,,,
past singular,reed over,,,
past participle,overgereden,,,
infinitive,overrijden,,,
gerund,overrijden n,,,
verbal noun,—,,,
,main clause,subordinate clause,,
,present tense,past tense,present tense,past tense
1st person singular,rijd over,reed over,overrijd,overreed
2nd person sing. (jij),rijdt over,reed over,overrijdt,overreed
2nd person sing. (u),rijdt over,reed over,overrijdt,overreed
2nd person sing. (gij),rijdt over,reedt over,overrijdt,overreedt
3rd person singular,rijdt over,reed over,overrijdt,overreed
plural,rijden over,reden over,overrijden,overreden
,,,,
subjunctive sing.1,rijde over,rede over,overrijde,overrede
subjunctive plur.1,rijden over,reden over,overrijden,overreden
,,,,
imperative sing.,rijd over,,,
imperative plur.1,rijdt over,,,
,,,,
participles,overrijdend,overgereden,,
1) Archaic.,,,,
