0,1,2,3
singular,masculine,feminine,neuter
nominative,ADJ;MASC;SG;NOM;LGSPEC2,ADJ;FEM;SG;NOM;LGSPEC2,ADJ;NEUT;SG;NOM;LGSPEC2
accusative,ADJ;MASC;SG;ACC;LGSPEC2,ADJ;FEM;SG;ACC;LGSPEC2,ADJ;NEUT;SG;ACC;LGSPEC2
dative,ADJ;MASC;SG;DAT;LGSPEC2,ADJ;FEM;SG;DAT;LGSPEC2,ADJ;NEUT;SG;DAT;LGSPEC2
genitive,ADJ;MASC;SG;GEN;LGSPEC2,ADJ;FEM;SG;GEN;LGSPEC2,ADJ;NEUT;SG;GEN;LGSPEC2
plural,masculine,feminine,neuter
nominative,ADJ;MASC;PL;NOM;LGSPEC2,ADJ;FEM;SG;NOM;LGSPEC2,ADJ;NEUT;PL;NOM;LGSPEC2
accusative,ADJ;MASC;PL;ACC;LGSPEC2,ADJ;FEM;SG;ACC;LGSPEC2,ADJ;NEUT;PL;ACC;LGSPEC2
dative,ADJ;MASC;PL;DAT;LGSPEC2,ADJ;FEM;SG;DAT;LGSPEC2,ADJ;NEUT;PL;DAT;LGSPEC2
genitive,ADJ;MASC;PL;GEN;LGSPEC2,ADJ;FEM;SG;GEN;LGSPEC2,ADJ;NEUT;PL;GEN;LGSPEC2
Faroese: dimmur  Icelandic: dimmur,,Norwegian: dim,
