0,1,2
Chemical element,,
F,"Previous: kiseonik, kìsīk (O)",
Next: nèōn (Ne),,
,singular,plural
nominative,flȕōr,fluori
genitive,flȕōra,fluora
dative,fluoru,fluorima
accusative,fluor,fluore
vocative,fluore,fluori
locative,fluoru,fluorima
instrumental,fluorom,fluorima
