0,1,2,3,4,5,6,7
Infinitive: одвести,Present verbal adverb: —,Past verbal adverb: о̀две̄вши,Verbal noun: —,,,,
Number,Singular,Plural,,,,,
Person,1st,2nd,3rd,1st,2nd,3rd,
Verbal forms,ја,ти,он / она / оно,ми,ви,они / оне / она,
Present,одведем,одведеш,одведе,одведемо,одведете,одведу,
Future,Future I,одвест ћу2одвешћу,одвест ћеш2одвешћеш,одвест ће2одвешће,одвест ћемо2одвешћемо,одвест ћете2одвешћете,одвест ће2одвешће
Future II,будем одвео1,будеш одвео1,буде одвео1,будемо одвели1,будете одвели1,буду одвели1,
Past,Perfect,одвео сам1,одвео си1,одвео je1,одвели смо1,одвели сте1,одвели су1
Pluperfect,био сам одвео1,био си одвео1,био је одвео1,били смо одвели1,били сте одвели1,били су одвели1,
Aorist,одведох,одведе,одведе,одведосмо,одведосте,одведоше,
Conditional I,одвео бих1,одвео би1,одвео би1,одвели бисмо1,одвели бисте1,одвели би1,
Conditional II,био бих одвео1,био би одвео1,био би одвео1,били бисмо одвели1,били бисте одвели1,били би одвели1,
Imperative,—,одведи,—,одведимо,одведите,—,
Active past participle,одвео m / одвела f / одвело n,одвели m / одвеле f / одвела n,,,,,
Passive past participle,одведен m / одведена f / одведено n,одведени m / одведене f / одведена n,,,,,
"1   For the masculine; agent of feminine or neuter gender would use the feminine and neuter gender forms of the active past participle and the auxiliary verb, respectively.",,,,,,,
Infinitive: одвести,Present verbal adverb: —,Past verbal adverb: о̀двеза̄вши,Verbal noun: —,,,,
Number,Singular,Plural,,,,,
Person,1st,2nd,3rd,1st,2nd,3rd,
Verbal forms,ја,ти,он / она / оно,ми,ви,они / оне / она,
Present,одвезем,одвезеш,одвезе,одвеземо,одвезете,одвезу,
Future,Future I,одвест ћу2одвешћу,одвест ћеш2одвешћеш,одвест ће2одвешће,одвест ћемо2одвешћемо,одвест ћете2одвешћете,одвест ће2одвешће
Future II,будем одвезао1,будеш одвезао1,буде одвезао1,будемо одвезли1,будете одвезли1,буду одвезли1,
Past,Perfect,одвезао сам1,одвезао си1,одвезао je1,одвезли смо1,одвезли сте1,одвезли су1
Pluperfect,био сам одвезао1,био си одвезао1,био је одвезао1,били смо одвезли1,били сте одвезли1,били су одвезли1,
Aorist,одвезох,одвезе,одвезе,одвезосмо,одвезосте,одвезоше,
Conditional I,одвезао бих1,одвезао би1,одвезао би1,одвезли бисмо1,одвезли бисте1,одвезли би1,
Conditional II,био бих одвезао1,био би одвезао1,био би одвезао1,били бисмо одвезли1,били бисте одвезли1,били би одвезли1,
Imperative,—,одвези,—,одвезимо,одвезите,—,
Active past participle,одвезао m / одвезла f / одвезло n,одвезли m / одвезле f / одвезла n,,,,,
Passive past participle,одвезен m / одвезена f / одвезено n,одвезени m / одвезене f / одвезена n,,,,,
"1   For the masculine; agent of feminine or neuter gender would use the feminine and neuter gender forms of the active past participle and the auxiliary verb, respectively.",,,,,,,
