0,1,2,3,4,5,6,7
Infinitive: јести,Present verbal adverb: је̏дӯћи,Past verbal adverb: је̏да̄вши,Verbal noun: је̏де̄ње,,,,
Number,Singular,Plural,,,,,
Person,1st,2nd,3rd,1st,2nd,3rd,
Verbal forms,ја,ти,он / она / оно,ми,ви,они / оне / она,
Present,једем,једеш,једе,једемо,једете,једу,
Future,Future I,јест ћу2јешћу,јест ћеш2јешћеш,јест ће2јешће,јест ћемо2јешћемо,јест ћете2јешћете,јест ће2јешће
Future II,будем јео1,будеш јео1,буде јео1,будемо јели1,будете јели1,буду јели1,
Past,Perfect,јео сам1,јео си1,јео je1,јели смо1,јели сте1,јели су1
Pluperfect,био сам јео1,био си јео1,био је јео1,били смо јели1,били сте јели1,били су јели1,
Aorist,једох,једе,једе,једосмо,једосте,једоше,
Imperfect,једијах / јеђах,једијаше / јеђаше,једијаше / јеђаше,једијасмо / јеђасмо,једијасте / јеђасте,једијаху / јеђаху,
Conditional I,јео бих1,јео би1,јео би1,јели бисмо1,јели бисте1,јели би1,
Conditional II,био бих јео1,био би јео1,био би јео1,били бисмо јели1,били бисте јели1,били би јели1,
Imperative,—,једи,—,једимо,једите,—,
Active past participle,јео m / јела f / јело n,јели m / јеле f / јела n,,,,,
Passive past participle,једен m / једена f / једено n,једени m / једене f / једена n,,,,,
"1   For the masculine; agent of feminine or neuter gender would use the feminine and neuter gender forms of the active past participle and the auxiliary verb, respectively.",,,,,,,
ѝзјести  на̀јести  по̀јести,,про̀јести  сје̏сти  у̀јести,,,,,
