0,1,2,3,4,5
,,,,,
gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,he is verstännig,se is verstännig,dat is verstännig,se sünd verstännig,
partitive,een Verstännigs,een Verstännigs,wat Verstännigs,allens Verstännig,
strong declension (without article),nominative,verstännige,verstännige,verstännig,verstännige
oblique,verstännigen,verstännige,verstännig,verstännige,
weak declension (with definite article),nominative,de verstännige,de verstännige,dat verstännige,de verstännigen
oblique,den verstännigen,de verstännige,dat verstännige,de verstännigen,
mixed declension (with indefinite article),nominative,en verstännige,en verstännige,en verstännig/verstänniget,(keen) verstännigen
oblique,en verstännigen,en verstännige,en verstännig/verstänniget,(keen) verstännigen,
,,,,,
gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,he is verstänniger,se is verstänniger,dat is verstänniger,se sünd verstänniger,
partitive,een verstännigers,een verstännigers,wat verstännigers,allens verstänniger,
strong declension (without article),nominative,verstännigere,verstännigere,verstänniger,verstännigere
oblique,verstännigern,verstännigere,verstänniger,verstännigere,
weak declension (with definite article),nominative,de verstännigere,de verstännigere,dat verstännigere,de verstännigern
oblique,den verstännigern,de verstännigere,dat verstännigere,de verstännigern,
mixed declension (with indefinite article),nominative,en verstännigere,en verstännigere,en verstänniger,(keen) verstännigern
oblique,en verstännigern,en verstännigere,en verstänniger,(keen) verstännigern,
,,,,,
gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,he is de Verstännigste,se is de Verstännigste,dat is dat Verstännigste,se sünd de Verstännigsten,
strong declension (without article),nominative,verstännigste,verstännigste,verstännigst,verstännigste
oblique,verstännigsten,verstännigste,verstännigst,verstännigste,
weak declension (with definite article),nominative,de verstännigste,de verstännigste,dat verstännigste,de verstännigsten
oblique,den verstännigsten,de verstännigste,dat verstännigste,de verstännigsten,
mixed declension (with indefinite article),nominative,en verstännigste,en verstännigste,en verstännigst,(keen) verstännigsten
oblique,en verstännigsten,en verstännigste,en verstännigst,(keen) verstännigsten,
klook  slu  ansläägsch  plietsch  nümig,,klüftig  glau  dann  slusohrig  slau,,,
