0,1,2,3,4,5
,,,,,
gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,—,—,—,—,
partitive,—,—,—,—,
strong declension (without article),nominative,ungüllige,ungüllige,ungüllig,ungüllige
oblique,ungülligen,ungüllige,ungüllig,ungüllige,
weak declension (with definite article),nominative,de ungüllige,de ungüllige,dat ungüllige,de ungülligen
oblique,den ungülligen,de ungüllige,dat ungüllige,de ungülligen,
mixed declension (with indefinite article),nominative,en ungüllige,en ungüllige,"en ungüllig, ungülliget",(keen) ungülligen
oblique,en ungülligen,en ungüllige,"en ungüllig, ungülliget",(keen) ungülligen,
