0,1,2,3,4,5,6,7,8,9
,1st sg.,2nd sg.,3rd sg.,1st pl.,2nd pl.,3rd pl.,Passive sg.,Passive pl.,
Present,Deut.,V;FIN;IND;PRS;1;SG;LGSPEC1,V;FIN;IND;PRS;2;SG;LGSPEC1,V;FIN;IND;PRS;3;SG;LGSPEC1,V;FIN;IND;PRS;1;PL;LGSPEC1,V;FIN;IND;PRS;2;PL;LGSPEC1,V;FIN;IND;PRS;3;PL;LGSPEC1,V;FIN;IND;PRS;PASS;SG;LGSPEC1,
Prot.,V;FIN;IND;PRS;1;SG;LGSPEC2,V;FIN;IND;PRS;2;SG;LGSPEC2,V;FIN;IND;PRS;3;SG;LGSPEC2,V;FIN;IND;PRS;1;PL;LGSPEC2,V;FIN;IND;PRS;2;PL;LGSPEC2,V;FIN;IND;PRS;3;PL;LGSPEC2,V;FIN;IND;PRS;PASS;SG;LGSPEC2,V;FIN;IND;PRS;PASS;PL;LGSPEC2,
,,,,,,,,,
Imperfect,Deut.,,,,,,V;FIN;IND;PST;IPFV;3;PL;LGSPEC1,V;FIN;IND;PST;IPFV;PASS;SG;LGSPEC1,V;FIN;IND;PST;IPFV;PASS;PL;LGSPEC1
Prot.,,,,,,,,,
,,,,,,,,,
Preterite,Deut.,V;FIN;IND;PST;PFV;1;SG;LGSPEC1,V;FIN;IND;PST;PFV;2;SG;LGSPEC1,V;FIN;IND;PST;PFV;3;SG;LGSPEC1,,,V;FIN;IND;PST;PFV;3;PL;LGSPEC1,V;FIN;IND;PST;PFV;PASS;SG;LGSPEC1,V;FIN;IND;PST;PFV;PASS;PL;LGSPEC1
Prot.,,,V;FIN;IND;PST;PFV;2;SG;LGSPEC2,,,V;FIN;IND;PST;PFV;3;PL;LGSPEC2,,,
,,,,,,,,,
Perfect,Deut.,,,,,,,,
Prot.,,,,,,,,,
,,,,,,,,,
Future,Deut.,V;FIN;IND;FUT;1;SG;LGSPEC1,V;FIN;IND;FUT;2;SG;LGSPEC1,V;FIN;IND;FUT;3;SG;LGSPEC1,,,V;FIN;IND;FUT;3;PL;LGSPEC1,V;FIN;IND;FUT;PASS;SG;LGSPEC1,V;FIN;IND;FUT;PASS;PL;LGSPEC1
Prot.,V;FIN;IND;FUT;1;SG;LGSPEC2,V;FIN;IND;FUT;2;SG;LGSPEC2,,,,,V;FIN;IND;FUT;PASS;SG;LGSPEC2,,
,,,,,,,,,
Conditional,Deut.,V;FIN;COND;1;SG;LGSPEC1,,V;FIN;COND;3;SG;LGSPEC1,V;FIN;COND;1;PL;LGSPEC1,V;FIN;COND;2;PL;LGSPEC1,,,
Prot.,,,V;FIN;COND;3;SG;LGSPEC2,,,V;FIN;COND;3;PL;LGSPEC2,V;FIN;COND;PASS;SG;LGSPEC2,V;FIN;COND;PASS;PL;LGSPEC2,
,,,,,,,,,
Present subjunctive,Deut.,,V;FIN;SBJV;PRS;2;SG;LGSPEC1,V;FIN;SBJV;PRS;3;SG;LGSPEC1,,V;FIN;SBJV;PRS;2;PL;LGSPEC1,V;FIN;SBJV;PRS;3;PL;LGSPEC1,V;FIN;SBJV;PRS;PASS;SG;LGSPEC1,V;FIN;SBJV;PRS;PASS;PL;LGSPEC1
Prot.,,V;FIN;SBJV;PRS;2;SG;LGSPEC2,V;FIN;SBJV;PRS;3;SG;LGSPEC2,,V;FIN;SBJV;PRS;2;PL;LGSPEC2,,,,
,,,,,,,,,
