0,1,2,3,4
singular,,,,
,masculine animate,masculine inanimate,feminine,neuter
nominative,teplý,teplá,teplé,
genitive,teplého,teplej,teplého,
dative,teplému,teplej,teplému,
accusative,teplého,teplý,teplú,teplé
locative,teplom,teplej,teplom,
instrumental,teplým,teplou,teplým,
plural,,,,
,masculine animate,masculine inanimate,feminine,neuter
nominative,teplí,teplé,,
genitive,teplých,,,
dative,teplým,,,
accusative,teplých,teplé,,
locative,teplých,,,
instrumental,teplými,,,
otepliť sa  steplieť  teplo n  teplomer m,,teplota f  teploš m  zateplený m  zatepliť,,
