0,1,2,3,4
Picture dictionary,,,,
Palm Wrist  Dumen  Wiesfinger  Middelfinger Ringfinger Pink,,,,
Click on labels in the image,Click on labels in the image,,,
Click on labels in the image,,,,
Arm,Arm,Arm,,
Arm,Arm,,,
Arm,,,,
Click on labels in the image,,,,
Arm,Arm,,,
Arm,,,,
Arm,,,,
handballen  Handball  Handbewegen  Handbook n  handbreet  handfast  Handgreep  handgrieplich,,Handhaav  Handkääs  handlich  Handpupp  Handreken  Handschrift  Handslag  Handstand,,Handtuch  Handwark  Handy n  hannen  Hansch m  mit leddige Hännen  rechte Hand
