0,1,2
Audio,,(file)
imperfective aspect,,
infinitive,чыта́ць (čytácʹ),
adverbial,present tense,past tense
,чыта́ючы (čytájučy),—
,present tense,future tense
1st singular (я ‎(ja)),чыта́ю (čytáju),бу́ду чыта́ць (búdu čytácʹ)
2nd singular (ты ‎(ty)),чыта́еш (čytáješ),бу́дзеш чыта́ць (búdzješ čytácʹ)
3rd singular (ён ‎(jón)/яна́ ‎(janá)/яно́ ‎(janó)),чыта́е (čytáje),бу́дзе чыта́ць (búdzje čytácʹ)
1st plural (мы ‎(my)),чыта́ем (čytájem),бу́дзем чыта́ць (búdzjem čytácʹ)
2nd plural (вы ‎(vy)),чыта́еце (čytájecje),бу́дзеце чыта́ць (búdzjecje čytácʹ)
3rd plural (яны́ ‎(janý)),чыта́юць (čytájucʹ),бу́дуць чыта́ць (búducʹ čytácʹ)
imperative,singular,plural
,чыта́й (čytáj),чыта́йце (čytájcje)
past tense,singular,"plural(мы ‎(my), вы ‎(vy), яны́ ‎(janý))"
"masculine (я ‎(ja), ты ‎(ty), ён ‎(jón))",чыта́ў (čytáŭ),чыта́лі (čytáli)
"feminine (я ‎(ja), ты ‎(ty), яна́ ‎(janá))",чыта́ла (čytála),
neuter (яно́ ‎(janó)),чыта́ла (čytála),
