0,1,2
imperfective aspect,,
infinitive,плыць (plycʹ),
,present tense,future tense
1st singular (я ‎(ja)),плыву́ (plyvú),бу́ду плыць (búdu plycʹ)
2nd singular (ты ‎(ty)),плыве́ш (plyvjéš),бу́дзеш плыць (búdzješ plycʹ)
3rd singular (ён ‎(jón)/яна́ ‎(janá)/яно́ ‎(janó)),плыве́ (plyvjé),бу́дзе плыць (búdzje plycʹ)
1st plural (мы ‎(my)),плывём (plyvjóm),бу́дзем плыць (búdzjem plycʹ)
2nd plural (вы ‎(vy)),плывяце́ (plyvjacjé),бу́дзеце плыць (búdzjecje plycʹ)
3rd plural (яны́ ‎(janý)),плыву́ць (plyvúcʹ),бу́дуць плыць (búducʹ plycʹ)
imperative,singular,plural
,плыві́ (plyví),плыві́це (plyvícje)
past tense,singular,"plural(мы ‎(my), вы ‎(vy), яны́ ‎(janý))"
"masculine (я ‎(ja), ты ‎(ty), ён ‎(jón))",плыў (plyŭ),плылі́ (plylí)
"feminine (я ‎(ja), ты ‎(ty), яна́ ‎(janá))",плыла́ (plylá),
neuter (яно́ ‎(janó)),плыло́ (plyló),
imperfective  прыплыва́ць ‎(pryplyvácʹ)  пераплыва́ць ‎(pjeraplyvácʹ),,perfective  пераплы́сці ‎(pjeraplýsci)  прыплы́сці ‎(pryplýsci)
