0,1,2
Audio,,(file)
imperfective aspect,,
infinitive,цяга́ць (cjahácʹ),
adverbial,present tense,past tense
,цяга́ючы (cjahájučy),—
,present tense,future tense
1st singular (я ‎(ja)),цяга́ю (cjaháju),бу́ду цяга́ць (búdu cjahácʹ)
2nd singular (ты ‎(ty)),цяга́еш (cjaháješ),бу́дзеш цяга́ць (búdzješ cjahácʹ)
3rd singular (ён ‎(jón)/яна́ ‎(janá)/яно́ ‎(janó)),цяга́е (cjaháje),бу́дзе цяга́ць (búdzje cjahácʹ)
1st plural (мы ‎(my)),цяга́ем (cjahájem),бу́дзем цяга́ць (búdzjem cjahácʹ)
2nd plural (вы ‎(vy)),цяга́еце (cjahájecje),бу́дзеце цяга́ць (búdzjecje cjahácʹ)
3rd plural (яны́ ‎(janý)),цяга́юць (cjahájucʹ),бу́дуць цяга́ць (búducʹ cjahácʹ)
imperative,singular,plural
,цяга́й (cjaháj),цяга́йце (cjahájcje)
past tense,singular,"plural(мы ‎(my), вы ‎(vy), яны́ ‎(janý))"
"masculine (я ‎(ja), ты ‎(ty), ён ‎(jón))",цяга́й (cjaháj),цяга́лі (cjaháli)
"feminine (я ‎(ja), ты ‎(ty), яна́ ‎(janá))",цяга́ла (cjahála),
neuter (яно́ ‎(janó)),цяга́ла (cjahála),
imperfective  прыцяга́ць ‎(prycjahácʹ),,perfective  прыцягну́ць ‎(prycjahnúcʹ)
