0,1,2
perfective aspect,,
infinitive,ўчуць (ŭčucʹ),
adverbial,present tense,past tense
,—,ўчу́ўшы (ŭčúŭšy)
,present tense,future tense
1st singular (я ‎(ja)),—,ўчу́ю (ŭčúju)
2nd singular (ты ‎(ty)),—,ўчу́еш (ŭčúješ)
3rd singular (ён ‎(jón)/яна́ ‎(janá)/яно́ ‎(janó)),—,ўчу́е (ŭčúje)
1st plural (мы ‎(my)),—,ўчу́ем (ŭčújem)
2nd plural (вы ‎(vy)),—,ўчу́еце (ŭčújecje)
3rd plural (яны́ ‎(janý)),—,ўчу́юць (ŭčújucʹ)
imperative,singular,plural
,ўчуй (ŭčuj),ўчу́йце (ŭčújcje)
past tense,singular,"plural(мы ‎(my), вы ‎(vy), яны́ ‎(janý))"
"masculine (я ‎(ja), ты ‎(ty), ён ‎(jón))",ўчуў (ŭčuŭ),ўчу́лі (ŭčúli)
"feminine (я ‎(ja), ты ‎(ty), яна́ ‎(janá))",ўчу́ла (ŭčúla),
neuter (яно́ ‎(janó)),ўчу́ла (ŭčúla),
