0,1,2,3,4,5,6
,Present Sg,Present Pl,Future Sg,Future Pl,Past Sg,Past Pl
1st person,třu,třeme,budu třít,budeme třít,třel/třela jsem,třeli/třely jsme
2nd person,třeš,třete,budeš třít,budete třít,třel/třela jsi,třeli/třely jste
3rd person,tře,třou,bude třít,budou třít,třel/třela/třelo,třeli/třely/třela
