0,1,2,3,4
audio,,(file),,
,Singular,Plural,,
1st person,"žiji, žiju (informal)",žijeme,,
2nd person,žiješ,žijete,,
3rd person,žije,"žijí, žijou (informal)",,
,Masculine,Feminine,Neutral,
1st person singular,žil jsem,žila jsem,-,
2nd person singular,žil jsi,žila jsi,-,
3rd person singular,žil,žila,žilo,
1st person plural,žili jsme,žily jsme,-,
2nd person plural,žili jste,žili jste,-,
3rd person plural,"žili (animate), žily (inanimate)",žily,žila,
,Singular,Plural,,
1st person,budu žít,budeme žít,,
2nd person,budeš žít,budete žít,,
3rd person,bude žít,budou žít,,
,Singular,Plural,,
1st person,-,žijme,,
2nd person,žij,žijte,,
3rd person,-,-,,
zažít  užít  užít si  prožít  dožít  přežít  přežít se  živit  oživit  uživit,,život m  žití n  živina f  živnost f  živočich m  životnost f  obživa f  živobytí n,,živý m  živoucí m  životný m
