0,1,2,3,4,5
Audio,,(file),,,
Person,Present,Past,Futur,Conditional,Imperative
já,ztratím,ztratil / ztratila jsem,budu ztratit,ztratil / ztratila bych,―
ty,ztratíš,ztratil / ztratila jsi,budeš ztratit,ztratil / ztratila bys,ztrať
"on, ona, ono",ztratí,ztratil / ztratila / ztratilo,bude ztratit,ztratil / ztratila / ztratilo by,―
my,ztratíme,ztratili / ztratily jsme,budeme ztratit,ztratili / ztratily bychom,ztraťme
vy,ztratíte,ztratili / ztratily jste,budete ztratit,ztratili / ztratily byste,ztraťte
"oni, ony, ona",ztratí,ztratili / ztratily / ztratila,budou ztratit,ztratili / ztratily / ztratila by,―
