0,1,2,3,4,5
PIE root,,,,,
*bʰer-,,,,,
Audio,,(file),,,
infinitive,gebären,,,,
present participle,gebärend,,,,
past participle,geboren,,,,
auxiliary,haben,,,,
,indicative,,subjunctive,,
present,ich gebäre,wir gebären,i,ich gebäre,wir gebären
du gebierst,ihr gebärt,du gebärest,ihr gebäret,,
er gebiert,sie gebären,er gebäre,sie gebären,,
,,,,,
preterite,ich gebar,wir gebaren,ii,ich gebäre,wir gebären
du gebarst,ihr gebart,du gebärest,ihr gebäret,,
er gebar,sie gebaren,er gebäre,sie gebären,,
,,,,,
imperative,gebier (du),gebärt (ihr),,,
perfect,,,,,
indicative,ich habe geboren,wir haben geboren,subjunctive,ich habe geboren,wir haben geboren
du hast geboren,ihr habt geboren,du habest geboren,ihr habet geboren,,
er hat geboren,sie haben geboren,er habe geboren,sie haben geboren,,
pluperfect,,,,,
indicative,ich hatte geboren,wir hatten geboren,subjunctive,ich hätte geboren,wir hätten geboren
du hattest geboren,ihr hattet geboren,du hättest geboren,ihr hättet geboren,,
er hatte geboren,sie hatten geboren,er hätte geboren,sie hätten geboren,,
future i,,,,,
infinitive,gebären werden,subjunctive i,ich werde gebären,wir werden gebären,
du werdest gebären,ihr werdet gebären,,,,
er werde gebären,sie werden gebären,,,,
,,,,,
indicative,ich werde gebären,wir werden gebären,subjunctive ii,ich würde gebären,wir würden gebären
du wirst gebären,ihr werdet gebären,du würdest gebären,ihr würdet gebären,,
er wird gebären,sie werden gebären,er würde gebären,sie würden gebären,,
future ii,,,,,
infinitive,geboren haben werden,subjunctive i,ich werde geboren haben,wir werden geboren haben,
du werdest geboren haben,ihr werdet geboren haben,,,,
er werde geboren haben,sie werden geboren haben,,,,
,,,,,
indicative,ich werde geboren haben,wir werden geboren haben,subjunctive ii,ich würde geboren haben,wir würden geboren haben
du wirst geboren haben,ihr werdet geboren haben,du würdest geboren haben,ihr würdet geboren haben,,
er wird geboren haben,sie werden geboren haben,er würde geboren haben,sie würden geboren haben,,
