0,1,2,3,4,5
Audio,,(file),,,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist orange,sie ist orange,es ist orange,sie sind orange,
strong declension (without article),nominative,oranger,orange,oranges,orange
genitive,orangen,oranger,orangen,oranger,
dative,orangem,oranger,orangem,orangen,
accusative,orangen,orange,oranges,orange,
weak declension (with definite article),nominative,der orange,die orange,das orange,die orangen
genitive,des orangen,der orangen,des orangen,der orangen,
dative,dem orangen,der orangen,dem orangen,den orangen,
accusative,den orangen,die orange,das orange,die orangen,
mixed declension (with indefinite article),nominative,ein oranger,eine orange,ein oranges,(keine) orangen
genitive,eines orangen,einer orangen,eines orangen,(keiner) orangen,
dative,einem orangen,einer orangen,einem orangen,(keinen) orangen,
accusative,einen orangen,eine orange,ein oranges,(keine) orangen,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist oranger,sie ist oranger,es ist oranger,sie sind oranger,
strong declension (without article),nominative,orangerer,orangere,orangeres,orangere
genitive,orangeren,orangerer,orangeren,orangerer,
dative,orangerem,orangerer,orangerem,orangeren,
accusative,orangeren,orangere,orangeres,orangere,
weak declension (with definite article),nominative,der orangere,die orangere,das orangere,die orangeren
genitive,des orangeren,der orangeren,des orangeren,der orangeren,
dative,dem orangeren,der orangeren,dem orangeren,den orangeren,
accusative,den orangeren,die orangere,das orangere,die orangeren,
mixed declension (with indefinite article),nominative,ein orangerer,eine orangere,ein orangeres,(keine) orangeren
genitive,eines orangeren,einer orangeren,eines orangeren,(keiner) orangeren,
dative,einem orangeren,einer orangeren,einem orangeren,(keinen) orangeren,
accusative,einen orangeren,eine orangere,ein orangeres,(keine) orangeren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am orangesten,sie ist am orangesten,es ist am orangesten,sie sind am orangesten,
strong declension (without article),nominative,orangester,orangeste,orangestes,orangeste
genitive,orangesten,orangester,orangesten,orangester,
dative,orangestem,orangester,orangestem,orangesten,
accusative,orangesten,orangeste,orangestes,orangeste,
weak declension (with definite article),nominative,der orangeste,die orangeste,das orangeste,die orangesten
genitive,des orangesten,der orangesten,des orangesten,der orangesten,
dative,dem orangesten,der orangesten,dem orangesten,den orangesten,
accusative,den orangesten,die orangeste,das orangeste,die orangesten,
mixed declension (with indefinite article),nominative,ein orangester,eine orangeste,ein orangestes,(keine) orangesten
genitive,eines orangesten,einer orangesten,eines orangesten,(keiner) orangesten,
dative,einem orangesten,einer orangesten,einem orangesten,(keinen) orangesten,
accusative,einen orangesten,eine orangeste,ein orangestes,(keine) orangesten,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist orange,sie ist orange,es ist orange,sie sind orange,
strong declension (without article),nominative,orangener,orangene,orangenes,orangene
genitive,orangenen,orangener,orangenen,orangener,
dative,orangenem,orangener,orangenem,orangenen,
accusative,orangenen,orangene,orangenes,orangene,
weak declension (with definite article),nominative,der orangene,die orangene,das orangene,die orangenen
genitive,des orangenen,der orangenen,des orangenen,der orangenen,
dative,dem orangenen,der orangenen,dem orangenen,den orangenen,
accusative,den orangenen,die orangene,das orangene,die orangenen,
mixed declension (with indefinite article),nominative,ein orangener,eine orangene,ein orangenes,(keine) orangenen
genitive,eines orangenen,einer orangenen,eines orangenen,(keiner) orangenen,
dative,einem orangenen,einer orangenen,einem orangenen,(keinen) orangenen,
accusative,einen orangenen,eine orangene,ein orangenes,(keine) orangenen,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist orangener,sie ist orangener,es ist orangener,sie sind orangener,
strong declension (without article),nominative,orangenerer,orangenere,orangeneres,orangenere
genitive,orangeneren,orangenerer,orangeneren,orangenerer,
dative,orangenerem,orangenerer,orangenerem,orangeneren,
accusative,orangeneren,orangenere,orangeneres,orangenere,
weak declension (with definite article),nominative,der orangenere,die orangenere,das orangenere,die orangeneren
genitive,des orangeneren,der orangeneren,des orangeneren,der orangeneren,
dative,dem orangeneren,der orangeneren,dem orangeneren,den orangeneren,
accusative,den orangeneren,die orangenere,das orangenere,die orangeneren,
mixed declension (with indefinite article),nominative,ein orangenerer,eine orangenere,ein orangeneres,(keine) orangeneren
genitive,eines orangeneren,einer orangeneren,eines orangeneren,(keiner) orangeneren,
dative,einem orangeneren,einer orangeneren,einem orangeneren,(keinen) orangeneren,
accusative,einen orangeneren,eine orangenere,ein orangeneres,(keine) orangeneren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am orangensten,sie ist am orangensten,es ist am orangensten,sie sind am orangensten,
strong declension (without article),nominative,orangenster,orangenste,orangenstes,orangenste
genitive,orangensten,orangenster,orangensten,orangenster,
dative,orangenstem,orangenster,orangenstem,orangensten,
accusative,orangensten,orangenste,orangenstes,orangenste,
weak declension (with definite article),nominative,der orangenste,die orangenste,das orangenste,die orangensten
genitive,des orangensten,der orangensten,des orangensten,der orangensten,
dative,dem orangensten,der orangensten,dem orangensten,den orangensten,
accusative,den orangensten,die orangenste,das orangenste,die orangensten,
mixed declension (with indefinite article),nominative,ein orangenster,eine orangenste,ein orangenstes,(keine) orangensten
genitive,eines orangensten,einer orangensten,eines orangensten,(keiner) orangensten,
dative,einem orangensten,einer orangensten,einem orangensten,(keinen) orangensten,
accusative,einen orangensten,eine orangenste,ein orangenstes,(keine) orangensten,
