0,1,2,3,4,5,6
Audio,,(file),,,,
,singular,,,,,
,indef.,def.,noun,,,
nominative,ein,der,Frieden,,,
genitive,eines,des,Friedens,,,
dative,einem,dem,Frieden,,,
accusative,einen,den,Frieden,,,
ablative,den,,,,,
vocative,den,,,,,
Arbeitsfrieden  befrieden  befriedigen  einfrieden  Friedensforschung  Friedensgott  Friedensgöttin,,Friedensnobelpreis  Friedenspolitik  Friedenssymbol  Friedenstaube  Friedensvertrag  Friedenswächter,,Friedenszeit  friedfertig  Friedhof  friedlich  friedliebend,,friedlos  friedsam  Landfriede(n)  Weltfrieden  zufrieden
