0,1,2,3,4,5
Picture dictionary,,,,,
Stirn Augenbraue Wimper Auge Nase Nasenloch Wange Kiefer Mund Lippe Kinn,,,,,
Click on labels in the image,Click on labels in the image,,,,
Click on labels in the image,,,,,
Körper,Körper,Körper,,,
Körper,Körper,,,,
Körper,,,,,
Click on labels in the image,,,,,
Körper,Körper,,,,
Körper,,,,,
Körper,,,,,
audio (Germany),,(file),,,
audio (Austria),,(file),,,
,singular,plural,,,
,indef.,def.,noun,def.,noun
nominative,ein,das,Gesicht,die,Gesichter
genitive,eines,des,"Gesichtes,Gesichts",der,Gesichter
dative,einem,dem,"Gesicht, Gesichte1",den,Gesichtern
accusative,ein,das,Gesicht,die,Gesichter
Backpfeifengesicht n  Gesichtsausdruck m  Gesichtsbildung f  Gesichtscreme f  Gesichtsfarbe f  Gesichtsfeld n,,Gesichtslinie f  gesichtslos  Gesichtsmaske f  Gesichtsmassage f  Gesichtsmuskel m  Gesichtspflege f,,Gesichtsplastik f  Gesichtsschleier m  Gesichtsschnitt m  Gesichtswahrung f  Gesichtszug m,
