0,1,2,3,4,5
Audio,,(file),,,
infinitive,forschen,,,,
present participle,forschend,,,,
past participle,geforscht,,,,
auxiliary,haben,,,,
,indicative,,subjunctive,,
present,ich forsche,wir forschen,i,ich forsche,wir forschen
du forschst,ihr forscht,du forschest,ihr forschet,,
er forscht,sie forschen,er forsche,sie forschen,,
,,,,,
preterite,ich forschte,wir forschten,ii,ich forschte,wir forschten
du forschtest,ihr forschtet,du forschtest,ihr forschtet,,
er forschte,sie forschten,er forschte,sie forschten,,
,,,,,
imperative,forsch (du)forsche (du),forscht (ihr),,,
perfect,,,,,
indicative,ich habe geforscht,wir haben geforscht,subjunctive,ich habe geforscht,wir haben geforscht
du hast geforscht,ihr habt geforscht,du habest geforscht,ihr habet geforscht,,
er hat geforscht,sie haben geforscht,er habe geforscht,sie haben geforscht,,
pluperfect,,,,,
indicative,ich hatte geforscht,wir hatten geforscht,subjunctive,ich hätte geforscht,wir hätten geforscht
du hattest geforscht,ihr hattet geforscht,du hättest geforscht,ihr hättet geforscht,,
er hatte geforscht,sie hatten geforscht,er hätte geforscht,sie hätten geforscht,,
future i,,,,,
infinitive,forschen werden,subjunctive i,ich werde forschen,wir werden forschen,
du werdest forschen,ihr werdet forschen,,,,
er werde forschen,sie werden forschen,,,,
,,,,,
indicative,ich werde forschen,wir werden forschen,subjunctive ii,ich würde forschen,wir würden forschen
du wirst forschen,ihr werdet forschen,du würdest forschen,ihr würdet forschen,,
er wird forschen,sie werden forschen,er würde forschen,sie würden forschen,,
future ii,,,,,
infinitive,geforscht haben werden,subjunctive i,ich werde geforscht haben,wir werden geforscht haben,
du werdest geforscht haben,ihr werdet geforscht haben,,,,
er werde geforscht haben,sie werden geforscht haben,,,,
,,,,,
indicative,ich werde geforscht haben,wir werden geforscht haben,subjunctive ii,ich würde geforscht haben,wir würden geforscht haben
du wirst geforscht haben,ihr werdet geforscht haben,du würdest geforscht haben,ihr würdet geforscht haben,,
er wird geforscht haben,sie werden geforscht haben,er würde geforscht haben,sie würden geforscht haben,,
