0,1,2,3,4,5
Audio,,(file),,,
infinitive,glimmen,,,,
present participle,glimmend,,,,
past participle,geglommen,,,,
auxiliary,haben,,,,
,indicative,,subjunctive,,
present,ich glimme,wir glimmen,i,ich glimme,wir glimmen
du glimmst,ihr glimmt,du glimmest,ihr glimmet,,
er glimmt,sie glimmen,er glimme,sie glimmen,,
,,,,,
preterite,ich glomm,wir glommen,ii,ich glömme,wir glömmen
du glommst,ihr glommt,du glömmest,ihr glömmet,,
er glomm,sie glommen,er glömme,sie glömmen,,
,,,,,
imperative,glimm (du)glimme (du),glimmt (ihr),,,
perfect,,,,,
indicative,ich habe geglommen,wir haben geglommen,subjunctive,ich habe geglommen,wir haben geglommen
du hast geglommen,ihr habt geglommen,du habest geglommen,ihr habet geglommen,,
er hat geglommen,sie haben geglommen,er habe geglommen,sie haben geglommen,,
pluperfect,,,,,
indicative,ich hatte geglommen,wir hatten geglommen,subjunctive,ich hätte geglommen,wir hätten geglommen
du hattest geglommen,ihr hattet geglommen,du hättest geglommen,ihr hättet geglommen,,
er hatte geglommen,sie hatten geglommen,er hätte geglommen,sie hätten geglommen,,
future i,,,,,
infinitive,glimmen werden,subjunctive i,ich werde glimmen,wir werden glimmen,
du werdest glimmen,ihr werdet glimmen,,,,
er werde glimmen,sie werden glimmen,,,,
,,,,,
indicative,ich werde glimmen,wir werden glimmen,subjunctive ii,ich würde glimmen,wir würden glimmen
du wirst glimmen,ihr werdet glimmen,du würdest glimmen,ihr würdet glimmen,,
er wird glimmen,sie werden glimmen,er würde glimmen,sie würden glimmen,,
future ii,,,,,
infinitive,geglommen haben werden,subjunctive i,ich werde geglommen haben,wir werden geglommen haben,
du werdest geglommen haben,ihr werdet geglommen haben,,,,
er werde geglommen haben,sie werden geglommen haben,,,,
,,,,,
indicative,ich werde geglommen haben,wir werden geglommen haben,subjunctive ii,ich würde geglommen haben,wir würden geglommen haben
du wirst geglommen haben,ihr werdet geglommen haben,du würdest geglommen haben,ihr würdet geglommen haben,,
er wird geglommen haben,sie werden geglommen haben,er würde geglommen haben,sie würden geglommen haben,,
infinitive,glimmen,,,,
present participle,glimmend,,,,
past participle,geglimmt,,,,
auxiliary,haben,,,,
,indicative,,subjunctive,,
present,ich glimme,wir glimmen,i,ich glimme,wir glimmen
du glimmst,ihr glimmt,du glimmest,ihr glimmet,,
er glimmt,sie glimmen,er glimme,sie glimmen,,
,,,,,
preterite,ich glimmte,wir glimmten,ii,ich glimmte,wir glimmten
du glimmtest,ihr glimmtet,du glimmtest,ihr glimmtet,,
er glimmte,sie glimmten,er glimmte,sie glimmten,,
,,,,,
imperative,glimm (du)glimme (du),glimmt (ihr),,,
perfect,,,,,
indicative,ich habe geglimmt,wir haben geglimmt,subjunctive,ich habe geglimmt,wir haben geglimmt
du hast geglimmt,ihr habt geglimmt,du habest geglimmt,ihr habet geglimmt,,
er hat geglimmt,sie haben geglimmt,er habe geglimmt,sie haben geglimmt,,
pluperfect,,,,,
indicative,ich hatte geglimmt,wir hatten geglimmt,subjunctive,ich hätte geglimmt,wir hätten geglimmt
du hattest geglimmt,ihr hattet geglimmt,du hättest geglimmt,ihr hättet geglimmt,,
er hatte geglimmt,sie hatten geglimmt,er hätte geglimmt,sie hätten geglimmt,,
future i,,,,,
infinitive,glimmen werden,subjunctive i,ich werde glimmen,wir werden glimmen,
du werdest glimmen,ihr werdet glimmen,,,,
er werde glimmen,sie werden glimmen,,,,
,,,,,
indicative,ich werde glimmen,wir werden glimmen,subjunctive ii,ich würde glimmen,wir würden glimmen
du wirst glimmen,ihr werdet glimmen,du würdest glimmen,ihr würdet glimmen,,
er wird glimmen,sie werden glimmen,er würde glimmen,sie würden glimmen,,
future ii,,,,,
infinitive,geglimmt haben werden,subjunctive i,ich werde geglimmt haben,wir werden geglimmt haben,
du werdest geglimmt haben,ihr werdet geglimmt haben,,,,
er werde geglimmt haben,sie werden geglimmt haben,,,,
,,,,,
indicative,ich werde geglimmt haben,wir werden geglimmt haben,subjunctive ii,ich würde geglimmt haben,wir würden geglimmt haben
du wirst geglimmt haben,ihr werdet geglimmt haben,du würdest geglimmt haben,ihr würdet geglimmt haben,,
er wird geglimmt haben,sie werden geglimmt haben,er würde geglimmt haben,sie würden geglimmt haben,,
