0,1,2,3,4,5,6
audio,,(file),,,,
infinitive,liegen,,,,,
present participle,liegend,,,,,
past participle,gelegen,,,,,
auxiliary,haben or sein,,,,,
,indicative,,subjunctive,,,
present,ich liege,wir liegen,i,ich liege,wir liegen,
du liegst,ihr liegt,du liegest,ihr lieget,,,
er liegt,sie liegen,er liege,sie liegen,,,
,,,,,,
preterite,ich lag,wir lagen,ii,ich läge,wir lägen,
du lagst,ihr lagt,du lägest,ihr läget,,,
er lag,sie lagen,er läge,sie lägen,,,
,,,,,,
imperative,lieg (du)liege (du),liegt (ihr),,,,
perfect,,,,,,
indicative,ich habe gelegen ich bin gelegen,wir haben gelegen wir sind gelegen,subjunctive,ich habe gelegen ich sei gelegen,wir haben gelegen wir seien gelegen,
du hast gelegen du bist gelegen,ihr habt gelegen ihr seid gelegen,du habest gelegen du seist gelegen,ihr habet gelegen ihr seiet gelegen,,,
er hat gelegen er ist gelegen,sie haben gelegen sie sind gelegen,er habe gelegen er sei gelegen,sie haben gelegen sie seien gelegen,,,
pluperfect,,,,,,
indicative,ich hatte gelegen ich war gelegen,wir hatten gelegen wir waren gelegen,subjunctive,ich hätte gelegen ich wäre gelegen,wir hätten gelegen wir wären gelegen,
du hattest gelegen du warst gelegen,ihr hattet gelegen ihr wart gelegen,du hättest gelegen du wärst gelegen,ihr hättet gelegen ihr wärt gelegen,,,
er hatte gelegen er war gelegen,sie hatten gelegen sie waren gelegen,er hätte gelegen er wäre gelegen,sie hätten gelegen sie wären gelegen,,,
future i,,,,,,
infinitive,liegen werden,subjunctive i,ich werde liegen,wir werden liegen,,
du werdest liegen,ihr werdet liegen,,,,,
er werde liegen,sie werden liegen,,,,,
,,,,,,
indicative,ich werde liegen,wir werden liegen,subjunctive ii,ich würde liegen,wir würden liegen,
du wirst liegen,ihr werdet liegen,du würdest liegen,ihr würdet liegen,,,
er wird liegen,sie werden liegen,er würde liegen,sie würden liegen,,,
future ii,,,,,,
infinitive,gelegen haben werden gelegen sein werden,subjunctive i,ich werde gelegen haben ich werde gelegen sein,wir werden gelegen haben wir werden gelegen sein,,
du werdest gelegen haben du werdest gelegen sein,ihr werdet gelegen haben ihr werdet gelegen sein,,,,,
er werde gelegen haben er werde gelegen sein,sie werden gelegen haben sie werden gelegen sein,,,,,
,,,,,,
indicative,ich werde gelegen haben ich werde gelegen sein,wir werden gelegen haben wir werden gelegen sein,subjunctive ii,ich würde gelegen haben ich würde gelegen sein,wir würden gelegen haben wir würden gelegen sein,
du wirst gelegen haben du wirst gelegen sein,ihr werdet gelegen haben ihr werdet gelegen sein,du würdest gelegen haben du würdest gelegen sein,ihr würdet gelegen haben ihr würdet gelegen sein,,,
er wird gelegen haben er wird gelegen sein,sie werden gelegen haben sie werden gelegen sein,er würde gelegen haben er würde gelegen sein,sie würden gelegen haben sie würden gelegen sein,,,
anliegen  aufliegen  daliegen  darniederliegen,,durchliegen  einliegen  erliegen  freiliegen,,herumliegen  liegenlassen  obliegen  querliegen,,überliegen  unterliegen  vorliegen  zurückliegen
