0,1,2,3,4,5
infinitive,grauen,,,,
present participle,grauend,,,,
past participle,gegraut,,,,
auxiliary,haben,,,,
,indicative,,subjunctive,,
present,ich graue,wir grauen,i,ich graue,wir grauen
du graust,ihr graut,du grauest,ihr grauet,,
er graut,sie grauen,er graue,sie grauen,,
,,,,,
preterite,ich graute,wir grauten,ii,ich graute,wir grauten
du grautest,ihr grautet,du grautest,ihr grautet,,
er graute,sie grauten,er graute,sie grauten,,
,,,,,
imperative,grau (du)graue (du),graut (ihr),,,
perfect,,,,,
indicative,ich habe gegraut,wir haben gegraut,subjunctive,ich habe gegraut,wir haben gegraut
du hast gegraut,ihr habt gegraut,du habest gegraut,ihr habet gegraut,,
er hat gegraut,sie haben gegraut,er habe gegraut,sie haben gegraut,,
pluperfect,,,,,
indicative,ich hatte gegraut,wir hatten gegraut,subjunctive,ich hätte gegraut,wir hätten gegraut
du hattest gegraut,ihr hattet gegraut,du hättest gegraut,ihr hättet gegraut,,
er hatte gegraut,sie hatten gegraut,er hätte gegraut,sie hätten gegraut,,
future i,,,,,
infinitive,grauen werden,subjunctive i,ich werde grauen,wir werden grauen,
du werdest grauen,ihr werdet grauen,,,,
er werde grauen,sie werden grauen,,,,
,,,,,
indicative,ich werde grauen,wir werden grauen,subjunctive ii,ich würde grauen,wir würden grauen
du wirst grauen,ihr werdet grauen,du würdest grauen,ihr würdet grauen,,
er wird grauen,sie werden grauen,er würde grauen,sie würden grauen,,
future ii,,,,,
infinitive,gegraut haben werden,subjunctive i,ich werde gegraut haben,wir werden gegraut haben,
du werdest gegraut haben,ihr werdet gegraut haben,,,,
er werde gegraut haben,sie werden gegraut haben,,,,
,,,,,
indicative,ich werde gegraut haben,wir werden gegraut haben,subjunctive ii,ich würde gegraut haben,wir würden gegraut haben
du wirst gegraut haben,ihr werdet gegraut haben,du würdest gegraut haben,ihr würdet gegraut haben,,
er wird gegraut haben,sie werden gegraut haben,er würde gegraut haben,sie würden gegraut haben,,
