0,1,2,3,4,5
Audio,,(file),,,
infinitive,erlesen,,,,
present participle,erlesend,,,,
past participle,erlesen,,,,
auxiliary,haben,,,,
,indicative,,subjunctive,,
present,ich erlese,wir erlesen,i,ich erlese,wir erlesen
du erliest,ihr erlest,du erlesest,ihr erleset,,
er erliest,sie erlesen,er erlese,sie erlesen,,
,,,,,
preterite,ich erlas,wir erlasen,ii,ich erläse,wir erläsen
du erlast,ihr erlast,du erläsest,ihr erläset,,
er erlas,sie erlasen,er erläse,sie erläsen,,
,,,,,
imperative,erlies (du),erlest (ihr),,,
perfect,,,,,
indicative,ich habe erlesen,wir haben erlesen,subjunctive,ich habe erlesen,wir haben erlesen
du hast erlesen,ihr habt erlesen,du habest erlesen,ihr habet erlesen,,
er hat erlesen,sie haben erlesen,er habe erlesen,sie haben erlesen,,
pluperfect,,,,,
indicative,ich hatte erlesen,wir hatten erlesen,subjunctive,ich hätte erlesen,wir hätten erlesen
du hattest erlesen,ihr hattet erlesen,du hättest erlesen,ihr hättet erlesen,,
er hatte erlesen,sie hatten erlesen,er hätte erlesen,sie hätten erlesen,,
future i,,,,,
infinitive,erlesen werden,subjunctive i,ich werde erlesen,wir werden erlesen,
du werdest erlesen,ihr werdet erlesen,,,,
er werde erlesen,sie werden erlesen,,,,
,,,,,
indicative,ich werde erlesen,wir werden erlesen,subjunctive ii,ich würde erlesen,wir würden erlesen
du wirst erlesen,ihr werdet erlesen,du würdest erlesen,ihr würdet erlesen,,
er wird erlesen,sie werden erlesen,er würde erlesen,sie würden erlesen,,
future ii,,,,,
infinitive,erlesen haben werden,subjunctive i,ich werde erlesen haben,wir werden erlesen haben,
du werdest erlesen haben,ihr werdet erlesen haben,,,,
er werde erlesen haben,sie werden erlesen haben,,,,
,,,,,
indicative,ich werde erlesen haben,wir werden erlesen haben,subjunctive ii,ich würde erlesen haben,wir würden erlesen haben
du wirst erlesen haben,ihr werdet erlesen haben,du würdest erlesen haben,ihr würdet erlesen haben,,
er wird erlesen haben,sie werden erlesen haben,er würde erlesen haben,sie würden erlesen haben,,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist erlesen,sie ist erlesen,es ist erlesen,sie sind erlesen,
strong declension (without article),nominative,erlesener,erlesene,erlesenes,erlesene
genitive,erlesenen,erlesener,erlesenen,erlesener,
dative,erlesenem,erlesener,erlesenem,erlesenen,
accusative,erlesenen,erlesene,erlesenes,erlesene,
weak declension (with definite article),nominative,der erlesene,die erlesene,das erlesene,die erlesenen
genitive,des erlesenen,der erlesenen,des erlesenen,der erlesenen,
dative,dem erlesenen,der erlesenen,dem erlesenen,den erlesenen,
accusative,den erlesenen,die erlesene,das erlesene,die erlesenen,
mixed declension (with indefinite article),nominative,ein erlesener,eine erlesene,ein erlesenes,(keine) erlesenen
genitive,eines erlesenen,einer erlesenen,eines erlesenen,(keiner) erlesenen,
dative,einem erlesenen,einer erlesenen,einem erlesenen,(keinen) erlesenen,
accusative,einen erlesenen,eine erlesene,ein erlesenes,(keine) erlesenen,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist erlesener,sie ist erlesener,es ist erlesener,sie sind erlesener,
strong declension (without article),nominative,erlesenerer,erlesenere,erleseneres,erlesenere
genitive,erleseneren,erlesenerer,erleseneren,erlesenerer,
dative,erlesenerem,erlesenerer,erlesenerem,erleseneren,
accusative,erleseneren,erlesenere,erleseneres,erlesenere,
weak declension (with definite article),nominative,der erlesenere,die erlesenere,das erlesenere,die erleseneren
genitive,des erleseneren,der erleseneren,des erleseneren,der erleseneren,
dative,dem erleseneren,der erleseneren,dem erleseneren,den erleseneren,
accusative,den erleseneren,die erlesenere,das erlesenere,die erleseneren,
mixed declension (with indefinite article),nominative,ein erlesenerer,eine erlesenere,ein erleseneres,(keine) erleseneren
genitive,eines erleseneren,einer erleseneren,eines erleseneren,(keiner) erleseneren,
dative,einem erleseneren,einer erleseneren,einem erleseneren,(keinen) erleseneren,
accusative,einen erleseneren,eine erlesenere,ein erleseneres,(keine) erleseneren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am erlesensten,sie ist am erlesensten,es ist am erlesensten,sie sind am erlesensten,
strong declension (without article),nominative,erlesenster,erlesenste,erlesenstes,erlesenste
genitive,erlesensten,erlesenster,erlesensten,erlesenster,
dative,erlesenstem,erlesenster,erlesenstem,erlesensten,
accusative,erlesensten,erlesenste,erlesenstes,erlesenste,
weak declension (with definite article),nominative,der erlesenste,die erlesenste,das erlesenste,die erlesensten
genitive,des erlesensten,der erlesensten,des erlesensten,der erlesensten,
dative,dem erlesensten,der erlesensten,dem erlesensten,den erlesensten,
accusative,den erlesensten,die erlesenste,das erlesenste,die erlesensten,
mixed declension (with indefinite article),nominative,ein erlesenster,eine erlesenste,ein erlesenstes,(keine) erlesensten
genitive,eines erlesensten,einer erlesensten,eines erlesensten,(keiner) erlesensten,
dative,einem erlesensten,einer erlesensten,einem erlesensten,(keinen) erlesensten,
accusative,einen erlesensten,eine erlesenste,ein erlesenstes,(keine) erlesensten,
