0,1,2,3,4,5
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist geraum,sie ist geraum,es ist geraum,sie sind geraum,
strong declension (without article),nominative,geraumer,geraume,geraumes,geraume
genitive,geraumen,geraumer,geraumen,geraumer,
dative,geraumem,geraumer,geraumem,geraumen,
accusative,geraumen,geraume,geraumes,geraume,
weak declension (with definite article),nominative,der geraume,die geraume,das geraume,die geraumen
genitive,des geraumen,der geraumen,des geraumen,der geraumen,
dative,dem geraumen,der geraumen,dem geraumen,den geraumen,
accusative,den geraumen,die geraume,das geraume,die geraumen,
mixed declension (with indefinite article),nominative,ein geraumer,eine geraume,ein geraumes,(keine) geraumen
genitive,eines geraumen,einer geraumen,eines geraumen,(keiner) geraumen,
dative,einem geraumen,einer geraumen,einem geraumen,(keinen) geraumen,
accusative,einen geraumen,eine geraume,ein geraumes,(keine) geraumen,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist geraumer,sie ist geraumer,es ist geraumer,sie sind geraumer,
strong declension (without article),nominative,geraumerer,geraumere,geraumeres,geraumere
genitive,geraumeren,geraumerer,geraumeren,geraumerer,
dative,geraumerem,geraumerer,geraumerem,geraumeren,
accusative,geraumeren,geraumere,geraumeres,geraumere,
weak declension (with definite article),nominative,der geraumere,die geraumere,das geraumere,die geraumeren
genitive,des geraumeren,der geraumeren,des geraumeren,der geraumeren,
dative,dem geraumeren,der geraumeren,dem geraumeren,den geraumeren,
accusative,den geraumeren,die geraumere,das geraumere,die geraumeren,
mixed declension (with indefinite article),nominative,ein geraumerer,eine geraumere,ein geraumeres,(keine) geraumeren
genitive,eines geraumeren,einer geraumeren,eines geraumeren,(keiner) geraumeren,
dative,einem geraumeren,einer geraumeren,einem geraumeren,(keinen) geraumeren,
accusative,einen geraumeren,eine geraumere,ein geraumeres,(keine) geraumeren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am geraumsten,sie ist am geraumsten,es ist am geraumsten,sie sind am geraumsten,
strong declension (without article),nominative,geraumster,geraumste,geraumstes,geraumste
genitive,geraumsten,geraumster,geraumsten,geraumster,
dative,geraumstem,geraumster,geraumstem,geraumsten,
accusative,geraumsten,geraumste,geraumstes,geraumste,
weak declension (with definite article),nominative,der geraumste,die geraumste,das geraumste,die geraumsten
genitive,des geraumsten,der geraumsten,des geraumsten,der geraumsten,
dative,dem geraumsten,der geraumsten,dem geraumsten,den geraumsten,
accusative,den geraumsten,die geraumste,das geraumste,die geraumsten,
mixed declension (with indefinite article),nominative,ein geraumster,eine geraumste,ein geraumstes,(keine) geraumsten
genitive,eines geraumsten,einer geraumsten,eines geraumsten,(keiner) geraumsten,
dative,einem geraumsten,einer geraumsten,einem geraumsten,(keinen) geraumsten,
accusative,einen geraumsten,eine geraumste,ein geraumstes,(keine) geraumsten,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist geräumer,sie ist geräumer,es ist geräumer,sie sind geräumer,
strong declension (without article),nominative,geräumerer,geräumere,geräumeres,geräumere
genitive,geräumeren,geräumerer,geräumeren,geräumerer,
dative,geräumerem,geräumerer,geräumerem,geräumeren,
accusative,geräumeren,geräumere,geräumeres,geräumere,
weak declension (with definite article),nominative,der geräumere,die geräumere,das geräumere,die geräumeren
genitive,des geräumeren,der geräumeren,des geräumeren,der geräumeren,
dative,dem geräumeren,der geräumeren,dem geräumeren,den geräumeren,
accusative,den geräumeren,die geräumere,das geräumere,die geräumeren,
mixed declension (with indefinite article),nominative,ein geräumerer,eine geräumere,ein geräumeres,(keine) geräumeren
genitive,eines geräumeren,einer geräumeren,eines geräumeren,(keiner) geräumeren,
dative,einem geräumeren,einer geräumeren,einem geräumeren,(keinen) geräumeren,
accusative,einen geräumeren,eine geräumere,ein geräumeres,(keine) geräumeren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am geräumsten,sie ist am geräumsten,es ist am geräumsten,sie sind am geräumsten,
strong declension (without article),nominative,geräumster,geräumste,geräumstes,geräumste
genitive,geräumsten,geräumster,geräumsten,geräumster,
dative,geräumstem,geräumster,geräumstem,geräumsten,
accusative,geräumsten,geräumste,geräumstes,geräumste,
weak declension (with definite article),nominative,der geräumste,die geräumste,das geräumste,die geräumsten
genitive,des geräumsten,der geräumsten,des geräumsten,der geräumsten,
dative,dem geräumsten,der geräumsten,dem geräumsten,den geräumsten,
accusative,den geräumsten,die geräumste,das geräumste,die geräumsten,
mixed declension (with indefinite article),nominative,ein geräumster,eine geräumste,ein geräumstes,(keine) geräumsten
genitive,eines geräumsten,einer geräumsten,eines geräumsten,(keiner) geräumsten,
dative,einem geräumsten,einer geräumsten,einem geräumsten,(keinen) geräumsten,
accusative,einen geräumsten,eine geräumste,ein geräumstes,(keine) geräumsten,
