0,1,2,3,4,5
Audio,,(file),,,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist fromm,sie ist fromm,es ist fromm,sie sind fromm,
strong declension (without article),nominative,frommer,fromme,frommes,fromme
genitive,frommen,frommer,frommen,frommer,
dative,frommem,frommer,frommem,frommen,
accusative,frommen,fromme,frommes,fromme,
weak declension (with definite article),nominative,der fromme,die fromme,das fromme,die frommen
genitive,des frommen,der frommen,des frommen,der frommen,
dative,dem frommen,der frommen,dem frommen,den frommen,
accusative,den frommen,die fromme,das fromme,die frommen,
mixed declension (with indefinite article),nominative,ein frommer,eine fromme,ein frommes,(keine) frommen
genitive,eines frommen,einer frommen,eines frommen,(keiner) frommen,
dative,einem frommen,einer frommen,einem frommen,(keinen) frommen,
accusative,einen frommen,eine fromme,ein frommes,(keine) frommen,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist frömmer,sie ist frömmer,es ist frömmer,sie sind frömmer,
strong declension (without article),nominative,frömmerer,frömmere,frömmeres,frömmere
genitive,frömmeren,frömmerer,frömmeren,frömmerer,
dative,frömmerem,frömmerer,frömmerem,frömmeren,
accusative,frömmeren,frömmere,frömmeres,frömmere,
weak declension (with definite article),nominative,der frömmere,die frömmere,das frömmere,die frömmeren
genitive,des frömmeren,der frömmeren,des frömmeren,der frömmeren,
dative,dem frömmeren,der frömmeren,dem frömmeren,den frömmeren,
accusative,den frömmeren,die frömmere,das frömmere,die frömmeren,
mixed declension (with indefinite article),nominative,ein frömmerer,eine frömmere,ein frömmeres,(keine) frömmeren
genitive,eines frömmeren,einer frömmeren,eines frömmeren,(keiner) frömmeren,
dative,einem frömmeren,einer frömmeren,einem frömmeren,(keinen) frömmeren,
accusative,einen frömmeren,eine frömmere,ein frömmeres,(keine) frömmeren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist frommer,sie ist frommer,es ist frommer,sie sind frommer,
strong declension (without article),nominative,frommerer,frommere,frommeres,frommere
genitive,frommeren,frommerer,frommeren,frommerer,
dative,frommerem,frommerer,frommerem,frommeren,
accusative,frommeren,frommere,frommeres,frommere,
weak declension (with definite article),nominative,der frommere,die frommere,das frommere,die frommeren
genitive,des frommeren,der frommeren,des frommeren,der frommeren,
dative,dem frommeren,der frommeren,dem frommeren,den frommeren,
accusative,den frommeren,die frommere,das frommere,die frommeren,
mixed declension (with indefinite article),nominative,ein frommerer,eine frommere,ein frommeres,(keine) frommeren
genitive,eines frommeren,einer frommeren,eines frommeren,(keiner) frommeren,
dative,einem frommeren,einer frommeren,einem frommeren,(keinen) frommeren,
accusative,einen frommeren,eine frommere,ein frommeres,(keine) frommeren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am frömmsten,sie ist am frömmsten,es ist am frömmsten,sie sind am frömmsten,
strong declension (without article),nominative,frömmster,frömmste,frömmstes,frömmste
genitive,frömmsten,frömmster,frömmsten,frömmster,
dative,frömmstem,frömmster,frömmstem,frömmsten,
accusative,frömmsten,frömmste,frömmstes,frömmste,
weak declension (with definite article),nominative,der frömmste,die frömmste,das frömmste,die frömmsten
genitive,des frömmsten,der frömmsten,des frömmsten,der frömmsten,
dative,dem frömmsten,der frömmsten,dem frömmsten,den frömmsten,
accusative,den frömmsten,die frömmste,das frömmste,die frömmsten,
mixed declension (with indefinite article),nominative,ein frömmster,eine frömmste,ein frömmstes,(keine) frömmsten
genitive,eines frömmsten,einer frömmsten,eines frömmsten,(keiner) frömmsten,
dative,einem frömmsten,einer frömmsten,einem frömmsten,(keinen) frömmsten,
accusative,einen frömmsten,eine frömmste,ein frömmstes,(keine) frömmsten,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am frommsten,sie ist am frommsten,es ist am frommsten,sie sind am frommsten,
strong declension (without article),nominative,frommster,frommste,frommstes,frommste
genitive,frommsten,frommster,frommsten,frommster,
dative,frommstem,frommster,frommstem,frommsten,
accusative,frommsten,frommste,frommstes,frommste,
weak declension (with definite article),nominative,der frommste,die frommste,das frommste,die frommsten
genitive,des frommsten,der frommsten,des frommsten,der frommsten,
dative,dem frommsten,der frommsten,dem frommsten,den frommsten,
accusative,den frommsten,die frommste,das frommste,die frommsten,
mixed declension (with indefinite article),nominative,ein frommster,eine frommste,ein frommstes,(keine) frommsten
genitive,eines frommsten,einer frommsten,eines frommsten,(keiner) frommsten,
dative,einem frommsten,einer frommsten,einem frommsten,(keinen) frommsten,
accusative,einen frommsten,eine frommste,ein frommstes,(keine) frommsten,
