0,1,2,3,4,5,6
infinitive,streben,,,,,
present participle,strebend,,,,,
past participle,strebt,,,,,
auxiliary,haben or sein,,,,,
,indicative,,subjunctive,,,
present,ich strebe,wir streben,i,ich strebe,wir streben,
du strebst,ihr strebt,du strebest,ihr strebet,,,
er strebt,sie streben,er strebe,sie streben,,,
,,,,,,
preterite,ich strebte,wir strebten,ii,ich strebte,wir strebten,
du strebtest,ihr strebtet,du strebtest,ihr strebtet,,,
er strebte,sie strebten,er strebte,sie strebten,,,
,,,,,,
imperative,streb (du)strebe (du),strebt (ihr),,,,
perfect,,,,,,
indicative,ich habe strebt ich bin strebt,wir haben strebt wir sind strebt,subjunctive,ich habe strebt ich sei strebt,wir haben strebt wir seien strebt,
du hast strebt du bist strebt,ihr habt strebt ihr seid strebt,du habest strebt du seist strebt,ihr habet strebt ihr seiet strebt,,,
er hat strebt er ist strebt,sie haben strebt sie sind strebt,er habe strebt er sei strebt,sie haben strebt sie seien strebt,,,
pluperfect,,,,,,
indicative,ich hatte strebt ich war strebt,wir hatten strebt wir waren strebt,subjunctive,ich hätte strebt ich wäre strebt,wir hätten strebt wir wären strebt,
du hattest strebt du warst strebt,ihr hattet strebt ihr wart strebt,du hättest strebt du wärst strebt,ihr hättet strebt ihr wärt strebt,,,
er hatte strebt er war strebt,sie hatten strebt sie waren strebt,er hätte strebt er wäre strebt,sie hätten strebt sie wären strebt,,,
future i,,,,,,
infinitive,streben werden,subjunctive i,ich werde streben,wir werden streben,,
du werdest streben,ihr werdet streben,,,,,
er werde streben,sie werden streben,,,,,
,,,,,,
indicative,ich werde streben,wir werden streben,subjunctive ii,ich würde streben,wir würden streben,
du wirst streben,ihr werdet streben,du würdest streben,ihr würdet streben,,,
er wird streben,sie werden streben,er würde streben,sie würden streben,,,
future ii,,,,,,
infinitive,strebt haben werden strebt sein werden,subjunctive i,ich werde strebt haben ich werde strebt sein,wir werden strebt haben wir werden strebt sein,,
du werdest strebt haben du werdest strebt sein,ihr werdet strebt haben ihr werdet strebt sein,,,,,
er werde strebt haben er werde strebt sein,sie werden strebt haben sie werden strebt sein,,,,,
,,,,,,
indicative,ich werde strebt haben ich werde strebt sein,wir werden strebt haben wir werden strebt sein,subjunctive ii,ich würde strebt haben ich würde strebt sein,wir würden strebt haben wir würden strebt sein,
du wirst strebt haben du wirst strebt sein,ihr werdet strebt haben ihr werdet strebt sein,du würdest strebt haben du würdest strebt sein,ihr würdet strebt haben ihr würdet strebt sein,,,
er wird strebt haben er wird strebt sein,sie werden strebt haben sie werden strebt sein,er würde strebt haben er würde strebt sein,sie würden strebt haben sie würden strebt sein,,,
anstreben  aufstreben  aufwärtsstreben  auseinanderstreben  bestreben,,emporstreben  entgegenstreben  erstreben  fortstreben  hinstreben,,hochstreben  nachstreben  verstreben  voranstreben  vorwärtsstreben,,wegstreben  widerstreben  zueinanderstreben  zustreben
