0,1,2,3,4,5
,singular,,,,
,indef.,def.,noun,,
nominative,ein,der,Jade,,
genitive,eines,des,Jades,,
dative,einem,dem,Jade,,
accusative,einen,den,Jade,,
ablative,den,,,,
vocative,den,,,,
,singular,,,,
,indef.,def.,noun,,
nominative,eine,die,Jade,,
genitive,einer,der,Jade,,
dative,einer,der,Jade,,
accusative,eine,die,Jade,,
ablative,die,,,,
vocative,die,,,,
,singular,plural,,,
,indef.,def.,noun,def.,noun
nominative,ein,der,Jade,die,Jaden
genitive,eines,des,Jades,der,Jaden
dative,einem,dem,Jade,den,Jaden
accusative,einen,den,Jade,die,Jaden
,singular,plural,,,
,indef.,def.,noun,def.,noun
nominative,eine,die,Jade,die,Jaden
genitive,einer,der,Jade,der,Jaden
dative,einer,der,Jade,den,Jaden
accusative,eine,die,Jade,die,Jaden
jadegrün  Jadeit,,Jadekaiser  jaden,,Jadeobjekt,
