0,1,2,3,4,5
audio,,(file),,,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist rot,sie ist rot,es ist rot,sie sind rot,
strong declension (without article),nominative,roter,rote,rotes,rote
genitive,roten,roter,roten,roter,
dative,rotem,roter,rotem,roten,
accusative,roten,rote,rotes,rote,
weak declension (with definite article),nominative,der rote,die rote,das rote,die roten
genitive,des roten,der roten,des roten,der roten,
dative,dem roten,der roten,dem roten,den roten,
accusative,den roten,die rote,das rote,die roten,
mixed declension (with indefinite article),nominative,ein roter,eine rote,ein rotes,(keine) roten
genitive,eines roten,einer roten,eines roten,(keiner) roten,
dative,einem roten,einer roten,einem roten,(keinen) roten,
accusative,einen roten,eine rote,ein rotes,(keine) roten,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist röter,sie ist röter,es ist röter,sie sind röter,
strong declension (without article),nominative,röterer,rötere,röteres,rötere
genitive,röteren,röterer,röteren,röterer,
dative,röterem,röterer,röterem,röteren,
accusative,röteren,rötere,röteres,rötere,
weak declension (with definite article),nominative,der rötere,die rötere,das rötere,die röteren
genitive,des röteren,der röteren,des röteren,der röteren,
dative,dem röteren,der röteren,dem röteren,den röteren,
accusative,den röteren,die rötere,das rötere,die röteren,
mixed declension (with indefinite article),nominative,ein röterer,eine rötere,ein röteres,(keine) röteren
genitive,eines röteren,einer röteren,eines röteren,(keiner) röteren,
dative,einem röteren,einer röteren,einem röteren,(keinen) röteren,
accusative,einen röteren,eine rötere,ein röteres,(keine) röteren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am rötesten,sie ist am rötesten,es ist am rötesten,sie sind am rötesten,
strong declension (without article),nominative,rötester,röteste,rötestes,röteste
genitive,rötesten,rötester,rötesten,rötester,
dative,rötestem,rötester,rötestem,rötesten,
accusative,rötesten,röteste,rötestes,röteste,
weak declension (with definite article),nominative,der röteste,die röteste,das röteste,die rötesten
genitive,des rötesten,der rötesten,des rötesten,der rötesten,
dative,dem rötesten,der rötesten,dem rötesten,den rötesten,
accusative,den rötesten,die röteste,das röteste,die rötesten,
mixed declension (with indefinite article),nominative,ein rötester,eine röteste,ein rötestes,(keine) rötesten
genitive,eines rötesten,einer rötesten,eines rötesten,(keiner) rötesten,
dative,einem rötesten,einer rötesten,einem rötesten,(keinen) rötesten,
accusative,einen rötesten,eine röteste,ein rötestes,(keine) rötesten,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist roter,sie ist roter,es ist roter,sie sind roter,
strong declension (without article),nominative,roterer,rotere,roteres,rotere
genitive,roteren,roterer,roteren,roterer,
dative,roterem,roterer,roterem,roteren,
accusative,roteren,rotere,roteres,rotere,
weak declension (with definite article),nominative,der rotere,die rotere,das rotere,die roteren
genitive,des roteren,der roteren,des roteren,der roteren,
dative,dem roteren,der roteren,dem roteren,den roteren,
accusative,den roteren,die rotere,das rotere,die roteren,
mixed declension (with indefinite article),nominative,ein roterer,eine rotere,ein roteres,(keine) roteren
genitive,eines roteren,einer roteren,eines roteren,(keiner) roteren,
dative,einem roteren,einer roteren,einem roteren,(keinen) roteren,
accusative,einen roteren,eine rotere,ein roteres,(keine) roteren,
number & gender,singular,plural,,,
masculine,feminine,neuter,all genders,,
predicative,er ist am rotesten,sie ist am rotesten,es ist am rotesten,sie sind am rotesten,
strong declension (without article),nominative,rotester,roteste,rotestes,roteste
genitive,rotesten,rotester,rotesten,rotester,
dative,rotestem,rotester,rotestem,rotesten,
accusative,rotesten,roteste,rotestes,roteste,
weak declension (with definite article),nominative,der roteste,die roteste,das roteste,die rotesten
genitive,des rotesten,der rotesten,des rotesten,der rotesten,
dative,dem rotesten,der rotesten,dem rotesten,den rotesten,
accusative,den rotesten,die roteste,das roteste,die rotesten,
mixed declension (with indefinite article),nominative,ein rotester,eine roteste,ein rotestes,(keine) rotesten
genitive,eines rotesten,einer rotesten,eines rotesten,(keiner) rotesten,
dative,einem rotesten,einer rotesten,einem rotesten,(keinen) rotesten,
accusative,einen rotesten,eine roteste,ein rotestes,(keine) rotesten,
feuerrot  Röte  röten  rot-grün  rothaarig,,Rothaut  Rotkehlchen  rötlich  rot-rot  rot-rot-grün,,rot sehen  Rotstift  Rötung  Rotwein,
