0,1,2,3,4,5
infinitive,erwägen,,,,
present participle,erwägend,,,,
past participle,erwogen,,,,
auxiliary,haben,,,,
,indicative,,subjunctive,,
present,ich erwäge,wir erwägen,i,ich erwäge,wir erwägen
du erwägst,ihr erwägt,du erwägest,ihr erwäget,,
er erwägt,sie erwägen,er erwäge,sie erwägen,,
,,,,,
preterite,ich erwog,wir erwogen,ii,ich erwöge,wir erwögen
du erwogst,ihr erwogt,du erwögest,ihr erwöget,,
er erwog,sie erwogen,er erwöge,sie erwögen,,
,,,,,
imperative,erwäg (du)erwäge (du),erwägt (ihr),,,
perfect,,,,,
indicative,ich habe erwogen,wir haben erwogen,subjunctive,ich habe erwogen,wir haben erwogen
du hast erwogen,ihr habt erwogen,du habest erwogen,ihr habet erwogen,,
er hat erwogen,sie haben erwogen,er habe erwogen,sie haben erwogen,,
pluperfect,,,,,
indicative,ich hatte erwogen,wir hatten erwogen,subjunctive,ich hätte erwogen,wir hätten erwogen
du hattest erwogen,ihr hattet erwogen,du hättest erwogen,ihr hättet erwogen,,
er hatte erwogen,sie hatten erwogen,er hätte erwogen,sie hätten erwogen,,
future i,,,,,
infinitive,erwägen werden,subjunctive i,ich werde erwägen,wir werden erwägen,
du werdest erwägen,ihr werdet erwägen,,,,
er werde erwägen,sie werden erwägen,,,,
,,,,,
indicative,ich werde erwägen,wir werden erwägen,subjunctive ii,ich würde erwägen,wir würden erwägen
du wirst erwägen,ihr werdet erwägen,du würdest erwägen,ihr würdet erwägen,,
er wird erwägen,sie werden erwägen,er würde erwägen,sie würden erwägen,,
future ii,,,,,
infinitive,erwogen haben werden,subjunctive i,ich werde erwogen haben,wir werden erwogen haben,
du werdest erwogen haben,ihr werdet erwogen haben,,,,
er werde erwogen haben,sie werden erwogen haben,,,,
,,,,,
indicative,ich werde erwogen haben,wir werden erwogen haben,subjunctive ii,ich würde erwogen haben,wir würden erwogen haben
du wirst erwogen haben,ihr werdet erwogen haben,du würdest erwogen haben,ihr würdet erwogen haben,,
er wird erwogen haben,sie werden erwogen haben,er würde erwogen haben,sie würden erwogen haben,,
,"weak (non-standard),indicative and subjunctive","strong,indicative","strong,subjunctive",,
"ich, er",erwägte,erwog,erwöge,,
du,erwägtest,erwogest,erwögest,,
"wir, sie",erwägten,erwogen,erwögen,,
ihr,erwägtet,erwoget,erwöget,,
