0,1,2,3,4,5,6,7
Picture dictionary,,,,,,,
,,,,,,,
Organismus,Organismus,Organismus,,,,,
Organismus,Organismus,,,,,,
Organismus,,,,,,,
Säugetier  Fisch  Amphibie  Reptil  Vogel  Insekt,Säugetier  Fisch  Amphibie  Reptil  Vogel  Insekt,Säugetier,Fisch,Amphibie,Reptil,Vogel,Insekt
Säugetier  Fisch  Amphibie  Reptil  Vogel  Insekt,Säugetier,Fisch,Amphibie,Reptil,Vogel,Insekt,
Säugetier,,,,,,,
Fisch,,,,,,,
Amphibie,,,,,,,
Reptil,,,,,,,
Vogel,,,,,,,
Insekt,,,,,,,
Organismus,Organismus,,,,,,
Organismus,,,,,,,
Organismus,,,,,,,
Säugetier  Fisch  Amphibie  Reptil  Vogel  Insekt,Säugetier,Fisch,Amphibie,Reptil,Vogel,Insekt,
Säugetier,,,,,,,
Fisch,,,,,,,
Amphibie,,,,,,,
Reptil,,,,,,,
Vogel,,,,,,,
Insekt,,,,,,,
Säugetier,,,,,,,
Fisch,,,,,,,
Amphibie,,,,,,,
Reptil,,,,,,,
Vogel,,,,,,,
Insekt,,,,,,,
audio,,(file),,,,,
,singular,plural,,,,,
,indef.,def.,noun,def.,noun,,
nominative,ein,das,Tier,die,Tiere,,
genitive,eines,des,"Tieres,Tiers",der,Tiere,,
dative,einem,dem,"Tier, Tiere1",den,Tieren,,
accusative,ein,das,Tier,die,Tiere,,
Haustier  Nagetier  Rentier  Riesentier,,Tiergarten  Tierheim  Tierschutz  Tierschützer,,,,,
