0,1,2,3,4,5
Audio,,(file),,,
infinitive,einwenden,,,,
present participle,einwendend,,,,
past participle,eingewendet,,,,
auxiliary,haben,,,,
zu-infinitive,einzuwenden,,,,
,indicative,,subjunctive,,
present,ich wende ein,wir wenden ein,i,ich wende ein,wir wenden ein
du wendest ein,ihr wendet ein,du wendest ein,ihr wendet ein,,
er wendet ein,sie wenden ein,er wende ein,sie wenden ein,,
,,,,,
preterite,ich wendete ein,wir wendeten ein,ii,ich wendete ein,wir wendeten ein
du wendetest ein,ihr wendetet ein,du wendetest ein,ihr wendetet ein,,
er wendete ein,sie wendeten ein,er wendete ein,sie wendeten ein,,
,,,,,
imperative,wende ein (du),wendet ein (ihr),,,
,indicative,,subjunctive,,
present,dass ich einwende,dass wir einwenden,i,dass ich einwende,dass wir einwenden
dass du einwendest,dass ihr einwendet,dass du einwendest,dass ihr einwendet,,
dass er einwendet,dass sie einwenden,dass er einwende,dass sie einwenden,,
,,,,,
preterite,dass ich einwendete,dass wir einwendeten,ii,dass ich einwendete,dass wir einwendeten
dass du einwendetest,dass ihr einwendetet,dass du einwendetest,dass ihr einwendetet,,
dass er einwendete,dass sie einwendeten,dass er einwendete,dass sie einwendeten,,
perfect,,,,,
indicative,ich habe eingewendet,wir haben eingewendet,subjunctive,ich habe eingewendet,wir haben eingewendet
du hast eingewendet,ihr habt eingewendet,du habest eingewendet,ihr habet eingewendet,,
er hat eingewendet,sie haben eingewendet,er habe eingewendet,sie haben eingewendet,,
pluperfect,,,,,
indicative,ich hatte eingewendet,wir hatten eingewendet,subjunctive,ich hätte eingewendet,wir hätten eingewendet
du hattest eingewendet,ihr hattet eingewendet,du hättest eingewendet,ihr hättet eingewendet,,
er hatte eingewendet,sie hatten eingewendet,er hätte eingewendet,sie hätten eingewendet,,
future i,,,,,
infinitive,einwenden werden,subjunctive i,ich werde einwenden,wir werden einwenden,
du werdest einwenden,ihr werdet einwenden,,,,
er werde einwenden,sie werden einwenden,,,,
,,,,,
indicative,ich werde einwenden,wir werden einwenden,subjunctive ii,ich würde einwenden,wir würden einwenden
du wirst einwenden,ihr werdet einwenden,du würdest einwenden,ihr würdet einwenden,,
er wird einwenden,sie werden einwenden,er würde einwenden,sie würden einwenden,,
future ii,,,,,
infinitive,eingewendet haben werden,subjunctive i,ich werde eingewendet haben,wir werden eingewendet haben,
du werdest eingewendet haben,ihr werdet eingewendet haben,,,,
er werde eingewendet haben,sie werden eingewendet haben,,,,
,,,,,
indicative,ich werde eingewendet haben,wir werden eingewendet haben,subjunctive ii,ich würde eingewendet haben,wir würden eingewendet haben
du wirst eingewendet haben,ihr werdet eingewendet haben,du würdest eingewendet haben,ihr würdet eingewendet haben,,
er wird eingewendet haben,sie werden eingewendet haben,er würde eingewendet haben,sie würden eingewendet haben,,
infinitive,einwenden,,,,
present participle,einwendend,,,,
past participle,eingewandt,,,,
auxiliary,haben,,,,
zu-infinitive,,,,,
,indicative,,subjunctive,,
present,ich wende ein,wir wenden ein,i,ich wende ein,wir wenden ein
du wendest ein,ihr wendet ein,du wendest ein,ihr wendet ein,,
er wendet ein,sie wenden ein,er wende ein,sie wenden ein,,
,,,,,
preterite,ich wandte ein,wir wandten ein,ii,ich wendete ein,wir wendeten ein
du wandtest ein,ihr wandtet ein,du wendetest ein,ihr wendetet ein,,
er wandte ein,sie wandten ein,er wendete ein,sie wendeten ein,,
,,,,,
imperative,wend ein (du)wende ein (du),wendet ein (ihr),,,
,indicative,,subjunctive,,
present,dass ich einwende,dass wir einwenden,i,dass ich einwende,dass wir einwenden
dass du einwendest,dass ihr einwendet,dass du einwendest,dass ihr einwendet,,
dass er einwendet,dass sie einwenden,dass er einwende,dass sie einwenden,,
,,,,,
preterite,dass ich einwandte,dass wir einwandten,ii,dass ich einwendete,dass wir einwendeten
dass du einwandtest,dass ihr einwandtet,dass du einwendetest,dass ihr einwendetet,,
dass er einwandte,dass sie einwandten,dass er einwendete,dass sie einwendeten,,
perfect,,,,,
indicative,ich habe eingewandt,wir haben eingewandt,subjunctive,ich habe eingewandt,wir haben eingewandt
du hast eingewandt,ihr habt eingewandt,du habest eingewandt,ihr habet eingewandt,,
er hat eingewandt,sie haben eingewandt,er habe eingewandt,sie haben eingewandt,,
pluperfect,,,,,
indicative,ich hatte eingewandt,wir hatten eingewandt,subjunctive,ich hätte eingewandt,wir hätten eingewandt
du hattest eingewandt,ihr hattet eingewandt,du hättest eingewandt,ihr hättet eingewandt,,
er hatte eingewandt,sie hatten eingewandt,er hätte eingewandt,sie hätten eingewandt,,
future i,,,,,
infinitive,einwenden werden,subjunctive i,ich werde einwenden,wir werden einwenden,
du werdest einwenden,ihr werdet einwenden,,,,
er werde einwenden,sie werden einwenden,,,,
,,,,,
indicative,ich werde einwenden,wir werden einwenden,subjunctive ii,ich würde einwenden,wir würden einwenden
du wirst einwenden,ihr werdet einwenden,du würdest einwenden,ihr würdet einwenden,,
er wird einwenden,sie werden einwenden,er würde einwenden,sie würden einwenden,,
future ii,,,,,
infinitive,eingewandt haben werden,subjunctive i,ich werde eingewandt haben,wir werden eingewandt haben,
du werdest eingewandt haben,ihr werdet eingewandt haben,,,,
er werde eingewandt haben,sie werden eingewandt haben,,,,
,,,,,
indicative,ich werde eingewandt haben,wir werden eingewandt haben,subjunctive ii,ich würde eingewandt haben,wir würden eingewandt haben
du wirst eingewandt haben,ihr werdet eingewandt haben,du würdest eingewandt haben,ihr würdet eingewandt haben,,
er wird eingewandt haben,sie werden eingewandt haben,er würde eingewandt haben,sie würden eingewandt haben,,
