0,1,2
Stem forms,,
Imperfective (未然形),ワイルドだろ,wairudo daro
Continuative (連用形),ワイルドで,wairudo de
Terminal (終止形),ワイルドだ,wairudo da
Attributive (連体形),ワイルドな,wairudo na
Hypothetical (仮定形),ワイルドなら,wairudo nara
Imperative (命令形),ワイルドであれ,wairudo de are
Key constructions,,
Informal negative,ワイルドではないワイルドじゃない,wairudo de wa naiwairudo ja nai
Informal past,ワイルドだった,wairudo datta
Informal negative past,ワイルドではなかったワイルドじゃなかった,wairudo de wa nakattawairudo ja nakatta
Formal,ワイルドです,wairudo desu
Formal negative,ワイルドではありませんワイルドじゃありません,wairudo de wa arimasenwairudo ja arimasen
Formal past,ワイルドでした,wairudo deshita
Formal negative past,ワイルドではありませんでしたワイルドじゃありませんでした,wairudo de wa arimasen deshitawairudo ja arimasen deshita
Conjunctive,ワイルドで,wairudo de
Conditional,ワイルドなら（ば）,wairudo nara (ba)
Provisional,ワイルドだったら,wairudo dattara
Volitional,ワイルドだろう,wairudo darō
Adverbial,ワイルドに,wairudo ni
Degree,ワイルドさ,wairudosa
