0,1,2,3
Kanji in this term,,,
正,規,,
せいGrade: 1,きGrade: 5,,
on'yomi,,,
Stem forms,,,
Imperfective (未然形),正規だろ,せいきだろ,seiki daro
Continuative (連用形),正規で,せいきで,seiki de
Terminal (終止形),正規だ,せいきだ,seiki da
Attributive (連体形),正規な,せいきな,seiki na
Hypothetical (仮定形),正規なら,せいきなら,seiki nara
Imperative (命令形),正規であれ,せいきであれ,seiki de are
Key constructions,,,
Informal negative,正規ではない正規じゃない,せいきではないせいきじゃない,seiki de wa naiseiki ja nai
Informal past,正規だった,せいきだった,seiki datta
Informal negative past,正規ではなかった正規じゃなかった,せいきではなかったせいきじゃなかった,seiki de wa nakattaseiki ja nakatta
Formal,正規です,せいきです,seiki desu
Formal negative,正規ではありません正規じゃありません,せいきではありませんせいきじゃありません,seiki de wa arimasenseiki ja arimasen
Formal past,正規でした,せいきでした,seiki deshita
Formal negative past,正規ではありませんでした正規じゃありませんでした,せいきではありませんでしたせいきじゃありませんでした,seiki de wa arimasen deshitaseiki ja arimasen deshita
Conjunctive,正規で,せいきで,seiki de
Conditional,正規なら（ば）,せいきなら（ば）,seiki nara (ba)
Provisional,正規だったら,せいきだったら,seiki dattara
Volitional,正規だろう,せいきだろう,seiki darō
Adverbial,正規に,せいきに,seiki ni
Degree,正規さ,せいきさ,seikisa
Kanji in this term,,,
正,規,,
まさGrade: 1,きGrade: 5,,
yutōyomi,,,
