0,1,2,3
Stem forms,,,
Imperfective (未然形),ヤバかろ,やばかろ,yabakaro
Continuative (連用形),ヤバく,やばく,yabaku
Terminal (終止形),ヤバい,やばい,yabai
Attributive (連体形),ヤバい,やばい,yabai
Hypothetical (仮定形),ヤバけれ,やばけれ,yabakere
Imperative (命令形),ヤバかれ,やばかれ,yabakare
Key constructions,,,
Informal negative,ヤバくない,やばくない,yabaku nai
Informal past,ヤバかった,やばかった,yabakatta
Informal negative past,ヤバくなかった,やばくなかった,yabaku nakatta
Formal,ヤバいです,やばいです,yabai desu
Formal negative,ヤバくないです,やばくないです,yabaku nai desu
Formal past,ヤバかったです,やばかったです,yabakatta desu
Formal negative past,ヤバくなかったです,やばくなかったです,yabaku nakatta desu
Conjunctive,ヤバくて,やばくて,yabakute
Conditional,ヤバければ,やばければ,yabakereba
Provisional,ヤバかったら,やばかったら,yabakattara
Volitional,ヤバかろう,やばかろう,yabakarō
Adverbial,ヤバく,やばく,yabaku
Degree,ヤバさ,やばさ,yabasa
