0,1,2,3
Kanji in this term,,,
難,儀,,
なんGrade: 6,ぎGrade: S,,
on'yomi,,,
Stem forms,,,
Imperfective (未然形),難儀だろ,なんぎだろ,nangi daro
Continuative (連用形),難儀で,なんぎで,nangi de
Terminal (終止形),難儀だ,なんぎだ,nangi da
Attributive (連体形),難儀な,なんぎな,nangi na
Hypothetical (仮定形),難儀なら,なんぎなら,nangi nara
Imperative (命令形),難儀であれ,なんぎであれ,nangi de are
Key constructions,,,
Informal negative,難儀ではない難儀じゃない,なんぎではないなんぎじゃない,nangi de wa nainangi ja nai
Informal past,難儀だった,なんぎだった,nangi datta
Informal negative past,難儀ではなかった難儀じゃなかった,なんぎではなかったなんぎじゃなかった,nangi de wa nakattanangi ja nakatta
Formal,難儀です,なんぎです,nangi desu
Formal negative,難儀ではありません難儀じゃありません,なんぎではありませんなんぎじゃありません,nangi de wa arimasennangi ja arimasen
Formal past,難儀でした,なんぎでした,nangi deshita
Formal negative past,難儀ではありませんでした難儀じゃありませんでした,なんぎではありませんでしたなんぎじゃありませんでした,nangi de wa arimasen deshitanangi ja arimasen deshita
Conjunctive,難儀で,なんぎで,nangi de
Conditional,難儀なら（ば）,なんぎなら（ば）,nangi nara (ba)
Provisional,難儀だったら,なんぎだったら,nangi dattara
Volitional,難儀だろう,なんぎだろう,nangi darō
Adverbial,難儀に,なんぎに,nangi ni
Degree,難儀さ,なんぎさ,nangisa
Stem forms,,,
Imperfective (未然形),難儀し,なんぎし,nangi shi
Continuative (連用形),難儀し,なんぎし,nangi shi
Terminal (終止形),難儀する,なんぎする,nangi suru
Attributive (連体形),難儀する,なんぎする,nangi suru
Hypothetical (仮定形),難儀すれ,なんぎすれ,nangi sure
Imperative (命令形),難儀せよ¹難儀しろ²,なんぎせよ¹なんぎしろ²,nangi seyo¹nangi shiro²
Key constructions,,,
Passive,難儀される,なんぎされる,nangi sareru
Causative,難儀させる難儀さす,なんぎさせるなんぎさす,nangi saserunangi sasu
Potential,難儀できる,なんぎできる,nangi dekiru
Volitional,難儀しよう,なんぎしよう,nangi shiyō
Negative,難儀しない,なんぎしない,nangi shinai
Negative continuative,難儀せず,なんぎせず,nangi sezu
Formal,難儀します,なんぎします,nangi shimasu
Perfective,難儀した,なんぎした,nangi shita
Conjunctive,難儀して,なんぎして,nangi shite
Hypothetical conditional,難儀すれば,なんぎすれば,nangi sureba
¹ Written imperative ² Spoken imperative,,,
