0,1,2
Stem forms,,
Imperfective (未然形),ロスし,rosu shi
Continuative (連用形),ロスし,rosu shi
Terminal (終止形),ロスする,rosu suru
Attributive (連体形),ロスする,rosu suru
Hypothetical (仮定形),ロスすれ,rosu sure
Imperative (命令形),ロスせよ¹ロスしろ²,rosu seyo¹rosu shiro²
Key constructions,,
Passive,ロスされる,rosu sareru
Causative,ロスさせるロスさす,rosu saserurosu sasu
Potential,ロスできる,rosu dekiru
Volitional,ロスしよう,rosu shiyō
Negative,ロスしない,rosu shinai
Negative continuative,ロスせず,rosu sezu
Formal,ロスします,rosu shimasu
Perfective,ロスした,rosu shita
Conjunctive,ロスして,rosu shite
Hypothetical conditional,ロスすれば,rosu sureba
¹ Written imperative ² Spoken imperative,,
