0,1,2
Kanji in this term,,
評,,
Grade: 5,,
Stem forms,,
Imperfective (未然形),ひょうさひょうし,hyōsahyōshi
Continuative (連用形),ひょうし,hyōshi
Terminal (終止形),ひょうする,hyōsuru
Attributive (連体形),ひょうする,hyōsuru
Hypothetical (仮定形),ひょうすれ,hyōsure
Imperative (命令形),ひょうせひょうしろひょうせよ,hyōsehyōshirohyōseyo
Key constructions,,
Passive,ひょうされる,hyōsareru
Causative,ひょうさせるひょうさす,hyōsaseruhyōsasu
Potential,ひょうせる,hyōseru
Volitional,ひょうそうひょうしよう,hyōsōhyōshiyō
Negative,ひょうさないひょうしない,hyōsanaihyōshinai
Negative continuative,ひょうさず,hyōsazu
Formal,ひょうします,hyōshimasu
Perfective,ひょうした,hyōshita
Conjunctive,ひょうして,hyōshite
Hypothetical conditional,ひょうすればひょうせば,hyōsurebahyōseba
