0,1,2,3,4
Kanji in this term,,,,
起,,,,
おGrade: 3,,,,
kun'yomi,,,,
Stem forms,,,,
Imperfective (未然形),起き,おき,oki,
Continuative (連用形),起き,おき,oki,
Terminal (終止形),起きる,おきる,okiru,
Attributive (連体形),起きる,おきる,okiru,
Hypothetical (仮定形),起きれ,おきれ,okire,
Imperative (命令形),起きよ¹起きろ²,おきよ¹おきろ²,okiyo¹okiro²,
Key constructions,,,,
Passive,起きられる,おきられる,okirareru,
Causative,起きさせる起きさす,おきさせるおきさす,okisaseruokisasu,
Potential,起きられる起きれる³,おきられるおきれる³,okirareruokireru³,
Volitional,起きよう,おきよう,okiyō,
Negative,起きない起きぬ起きん,おきないおきぬおきん,okinaiokinuokin,
Negative continuative,起きず,おきず,okizu,
Formal,起きます,おきます,okimasu,
Perfective,起きた,おきた,okita,
Conjunctive,起きて,おきて,okite,
Hypothetical conditional,起きれば,おきれば,okireba,
¹ Written imperative² Spoken imperative³ Colloquial potential,,,,
七転び八起き  寝起き  早起き  朝起き,,起き上がる  起き伏し  起き出す  起き抜け,,起き掛け  起き直る  跳ね起きる  飛び起きる
