0,1,2,3,4
別案 (べつあん) ‎(betsuan)  別格 (べっかく) ‎(bekkaku)  別館 (べっかん) ‎(bekkan)  別件 (べっけん) ‎(bekken)  別個 (べっこ) ‎(bekko)  別字 (べつじ) ‎(betsuji)  別所 (べっしょ) ‎(bessho),,別称 (べっしょう) ‎(besshō)  別荘 (べっそう) ‎(bessō)  別宅 (べったく) ‎(bettaku)  別天地 (べってんち) ‎(bettenchi)  別途 (べっと) ‎(betto)  別当 (べっとう) ‎(bettō)  別府 (べっぷ) ‎(beppu),,別嬪 (べっぴん) ‎(beppin)  別離 (べつり) ‎(betsuri)  鑑別所 (かんべつしょ) ‎(kanbetsusho)  区別 (くべつ) ‎(kubetsu)  個別 (こべつ) ‎(kobetsu)  離別 (りべつ) ‎(ribetsu)
Stem forms,,,,
Imperfective (未然形),別だろ,べつだろ,betsu daro,
Continuative (連用形),別で,べつで,betsu de,
Terminal (終止形),別だ,べつだ,betsu da,
Attributive (連体形),別な,べつな,betsu na,
Hypothetical (仮定形),別なら,べつなら,betsu nara,
Imperative (命令形),別であれ,べつであれ,betsu de are,
Key constructions,,,,
Informal negative,別ではない別じゃない,べつではないべつじゃない,betsu de wa naibetsu ja nai,
Informal past,別だった,べつだった,betsu datta,
Informal negative past,別ではなかった別じゃなかった,べつではなかったべつじゃなかった,betsu de wa nakattabetsu ja nakatta,
Formal,別です,べつです,betsu desu,
Formal negative,別ではありません別じゃありません,べつではありませんべつじゃありません,betsu de wa arimasenbetsu ja arimasen,
Formal past,別でした,べつでした,betsu deshita,
Formal negative past,別ではありませんでした別じゃありませんでした,べつではありませんでしたべつじゃありませんでした,betsu de wa arimasen deshitabetsu ja arimasen deshita,
Conjunctive,別で,べつで,betsu de,
Conditional,別なら（ば）,べつなら（ば）,betsu nara (ba),
Provisional,別だったら,べつだったら,betsu dattara,
Volitional,別だろう,べつだろう,betsu darō,
Adverbial,別に,べつに,betsu ni,
Degree,別さ,べつさ,betsusa,
