0,1,2,3
Kanji in this term,,,
禮,拜,,
れいJinmeiyō,はいJinmeiyō,,
on'yomi,,,
Stem forms,,,
Imperfective (未然形),禮拜し,らいはいし,raihai shi
Continuative (連用形),禮拜し,らいはいし,raihai shi
Terminal (終止形),禮拜する,らいはいする,raihai suru
Attributive (連体形),禮拜する,らいはいする,raihai suru
Hypothetical (仮定形),禮拜すれ,らいはいすれ,raihai sure
Imperative (命令形),禮拜せよ¹禮拜しろ²,らいはいせよ¹らいはいしろ²,raihai seyo¹raihai shiro²
Key constructions,,,
Passive,禮拜される,らいはいされる,raihai sareru
Causative,禮拜させる禮拜さす,らいはいさせるらいはいさす,raihai saseruraihai sasu
Potential,禮拜できる,らいはいできる,raihai dekiru
Volitional,禮拜しよう,らいはいしよう,raihai shiyō
Negative,禮拜しない,らいはいしない,raihai shinai
Negative continuative,禮拜せず,らいはいせず,raihai sezu
Formal,禮拜します,らいはいします,raihai shimasu
Perfective,禮拜した,らいはいした,raihai shita
Conjunctive,禮拜して,らいはいして,raihai shite
Hypothetical conditional,禮拜すれば,らいはいすれば,raihai sureba
¹ Written imperative ² Spoken imperative,,,
Stem forms,,,
Imperfective (未然形),禮拜し,れいはいし,reihai shi
Continuative (連用形),禮拜し,れいはいし,reihai shi
Terminal (終止形),禮拜する,れいはいする,reihai suru
Attributive (連体形),禮拜する,れいはいする,reihai suru
Hypothetical (仮定形),禮拜すれ,れいはいすれ,reihai sure
Imperative (命令形),禮拜せよ¹禮拜しろ²,れいはいせよ¹れいはいしろ²,reihai seyo¹reihai shiro²
Key constructions,,,
Passive,禮拜される,れいはいされる,reihai sareru
Causative,禮拜させる禮拜さす,れいはいさせるれいはいさす,reihai saserureihai sasu
Potential,禮拜できる,れいはいできる,reihai dekiru
Volitional,禮拜しよう,れいはいしよう,reihai shiyō
Negative,禮拜しない,れいはいしない,reihai shinai
Negative continuative,禮拜せず,れいはいせず,reihai sezu
Formal,禮拜します,れいはいします,reihai shimasu
Perfective,禮拜した,れいはいした,reihai shita
Conjunctive,禮拜して,れいはいして,reihai shite
Hypothetical conditional,禮拜すれば,れいはいすれば,reihai sureba
¹ Written imperative ² Spoken imperative,,,
