0,1,2,3
Kanji in this term,,,
黄,,,
きGrade: 2,,,
kun'yomi,,,
Stem forms,,,
Imperfective (未然形),黄だろ,きだろ,ki daro
Continuative (連用形),黄で,きで,ki de
Terminal (終止形),黄だ,きだ,ki da
Attributive (連体形),黄な,きな,ki na
Hypothetical (仮定形),黄なら,きなら,ki nara
Imperative (命令形),黄であれ,きであれ,ki de are
Key constructions,,,
Informal negative,黄ではない黄じゃない,きではないきじゃない,ki de wa naiki ja nai
Informal past,黄だった,きだった,ki datta
Informal negative past,黄ではなかった黄じゃなかった,きではなかったきじゃなかった,ki de wa nakattaki ja nakatta
Formal,黄です,きです,ki desu
Formal negative,黄ではありません黄じゃありません,きではありませんきじゃありません,ki de wa arimasenki ja arimasen
Formal past,黄でした,きでした,ki deshita
Formal negative past,黄ではありませんでした黄じゃありませんでした,きではありませんでしたきじゃありませんでした,ki de wa arimasen deshitaki ja arimasen deshita
Conjunctive,黄で,きで,ki de
Conditional,黄なら（ば）,きなら（ば）,ki nara (ba)
Provisional,黄だったら,きだったら,ki dattara
Volitional,黄だろう,きだろう,ki darō
Adverbial,黄に,きに,ki ni
Degree,黄さ,きさ,kisa
