0,1,2,3
Kanji in this term,,,
捌,,,
Hyōgaiji,,,
Stem forms,,,
Imperfective (未然形),捌け,さばけ,sabake
Continuative (連用形),捌け,さばけ,sabake
Terminal (終止形),捌ける,さばける,sabakeru
Attributive (連体形),捌ける,さばける,sabakeru
Hypothetical (仮定形),捌けれ,さばけれ,sabakere
Imperative (命令形),捌けよ¹捌けろ²,さばけよ¹さばけろ²,sabakeyo¹sabakero²
Key constructions,,,
Passive,捌けられる,さばけられる,sabakerareru
Causative,捌けさせる捌けさす,さばけさせるさばけさす,sabakesaserusabakesasu
Potential,捌けられる捌けれる³,さばけられるさばけれる³,sabakerarerusabakereru³
Volitional,捌けよう,さばけよう,sabakeyō
Negative,捌けない捌けぬ捌けん,さばけないさばけぬさばけん,sabakenaisabakenusabaken
Negative continuative,捌けず,さばけず,sabakezu
Formal,捌けます,さばけます,sabakemasu
Perfective,捌けた,さばけた,sabaketa
Conjunctive,捌けて,さばけて,sabakete
Hypothetical conditional,捌ければ,さばければ,sabakereba
¹ Written imperative² Spoken imperative³ Colloquial potential,,,
Stem forms,,,
Imperfective (未然形),捌け,はけ,hake
Continuative (連用形),捌け,はけ,hake
Terminal (終止形),捌ける,はける,hakeru
Attributive (連体形),捌ける,はける,hakeru
Hypothetical (仮定形),捌けれ,はけれ,hakere
Imperative (命令形),捌けよ¹捌けろ²,はけよ¹はけろ²,hakeyo¹hakero²
Key constructions,,,
Passive,捌けられる,はけられる,hakerareru
Causative,捌けさせる捌けさす,はけさせるはけさす,hakesaseruhakesasu
Potential,捌けられる捌けれる³,はけられるはけれる³,hakerareruhakereru³
Volitional,捌けよう,はけよう,hakeyō
Negative,捌けない捌けぬ捌けん,はけないはけぬはけん,hakenaihakenuhaken
Negative continuative,捌けず,はけず,hakezu
Formal,捌けます,はけます,hakemasu
Perfective,捌けた,はけた,haketa
Conjunctive,捌けて,はけて,hakete
Hypothetical conditional,捌ければ,はければ,hakereba
¹ Written imperative² Spoken imperative³ Colloquial potential,,,
