0,1,2
Stem forms,,
Imperfective (未然形),ハッとし,hatto shi
Continuative (連用形),ハッとし,hatto shi
Terminal (終止形),ハッとする,hatto suru
Attributive (連体形),ハッとする,hatto suru
Hypothetical (仮定形),ハッとすれ,hatto sure
Imperative (命令形),ハッとせよ¹ハッとしろ²,hatto seyo¹hatto shiro²
Key constructions,,
Passive,ハッとされる,hatto sareru
Causative,ハッとさせるハッとさす,hatto saseruhatto sasu
Potential,ハッとできる,hatto dekiru
Volitional,ハッとしよう,hatto shiyō
Negative,ハッとしない,hatto shinai
Negative continuative,ハッとせず,hatto sezu
Formal,ハッとします,hatto shimasu
Perfective,ハッとした,hatto shita
Conjunctive,ハッとして,hatto shite
Hypothetical conditional,ハッとすれば,hatto sureba
¹ Written imperative ² Spoken imperative,,
