0,1,2,3
Stem forms,,,
Imperfective (未然形),トータルだろ,とーたるだろ,tōtaru daro
Continuative (連用形),トータルで,とーたるで,tōtaru de
Terminal (終止形),トータルだ,とーたるだ,tōtaru da
Attributive (連体形),トータルな,とーたるな,tōtaru na
Hypothetical (仮定形),トータルなら,とーたるなら,tōtaru nara
Imperative (命令形),トータルであれ,とーたるであれ,tōtaru de are
Key constructions,,,
Informal negative,トータルではないトータルじゃない,とーたるではないとーたるじゃない,tōtaru de wa naitōtaru ja nai
Informal past,トータルだった,とーたるだった,tōtaru datta
Informal negative past,トータルではなかったトータルじゃなかった,とーたるではなかったとーたるじゃなかった,tōtaru de wa nakattatōtaru ja nakatta
Formal,トータルです,とーたるです,tōtaru desu
Formal negative,トータルではありませんトータルじゃありません,とーたるではありませんとーたるじゃありません,tōtaru de wa arimasentōtaru ja arimasen
Formal past,トータルでした,とーたるでした,tōtaru deshita
Formal negative past,トータルではありませんでしたトータルじゃありませんでした,とーたるではありませんでしたとーたるじゃありませんでした,tōtaru de wa arimasen deshitatōtaru ja arimasen deshita
Conjunctive,トータルで,とーたるで,tōtaru de
Conditional,トータルなら（ば）,とーたるなら（ば）,tōtaru nara (ba)
Provisional,トータルだったら,とーたるだったら,tōtaru dattara
Volitional,トータルだろう,とーたるだろう,tōtaru darō
Adverbial,トータルに,とーたるに,tōtaru ni
Degree,トータルさ,とーたるさ,tōtarusa
Stem forms,,,
Imperfective (未然形),トータルし,とーたるし,tōtaru shi
Continuative (連用形),トータルし,とーたるし,tōtaru shi
Terminal (終止形),トータルする,とーたるする,tōtaru suru
Attributive (連体形),トータルする,とーたるする,tōtaru suru
Hypothetical (仮定形),トータルすれ,とーたるすれ,tōtaru sure
Imperative (命令形),トータルせよ¹トータルしろ²,とーたるせよ¹とーたるしろ²,tōtaru seyo¹tōtaru shiro²
Key constructions,,,
Passive,トータルされる,とーたるされる,tōtaru sareru
Causative,トータルさせるトータルさす,とーたるさせるとーたるさす,tōtaru saserutōtaru sasu
Potential,トータルできる,とーたるできる,tōtaru dekiru
Volitional,トータルしよう,とーたるしよう,tōtaru shiyō
Negative,トータルしない,とーたるしない,tōtaru shinai
Negative continuative,トータルせず,とーたるせず,tōtaru sezu
Formal,トータルします,とーたるします,tōtaru shimasu
Perfective,トータルした,とーたるした,tōtaru shita
Conjunctive,トータルして,とーたるして,tōtaru shite
Hypothetical conditional,トータルすれば,とーたるすれば,tōtaru sureba
¹ Written imperative ² Spoken imperative,,,
